Edad,1950,1951,1952,1953,1954,1955,1956,1957,1958,1959,1960,1961,1962,1963,1964,1965,1966,1967,1968,1969,1970,1971,1972,1973,1974,1975,1976,1977,1978,1979,1980,1981,1982,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022,2023,2024,2025,2026,2027,2028,2029,2030,2031,2032,2033,2034,2035,2036,2037,2038,2039,2040,2041,2042,2043,2044,2045,2046,2047,2048,2049,2050,2051,2052,2053,2054,2055,2056,2057,2058,2059,2060,2061,2062,2063,2064,2065,2066,2067,2068,2069,2070
65,48088,49269,50398,51470,52604,53889,55281,56901,58857,61253,64091,67399,71085,74856,78609,82148,85222,87862,90075,91997,93849,95779,97819,99850,101857,103737,105389,106988,108653,110482,112649,115297,118525,122264,126436,130961,135727,140612,145467,150281,155056,159849,165507,171237,176984,183071,188468,193470,198454,203642,209125,215089,221580,228604,236309,244647,253320,261748,270456,280174,289438,297922,306370,314667,322640,329988,339253,352764,369407,389040,407017,420535,435570,454211,474220,494673,514713,534076,553457,572701,590506,607069,624275,642663,661550,680832,700265,718918,736063,750351,760396,765507,767697,770738,776427,784901,795860,809259,824181,839483,853976,866622,878669,891364,905342,921580,938318,950771,957130,959021,957750,954841,953549,957440,966479,974417,975526,970381,963345,958654,957078
66,44956,46203,47402,48522,49669,50908,52148,53497,55083,57045,59387,62181,65448,68975,72684,76401,79833,82891,85470,87610,89522,91416,93403,95400,97475,99531,101368,103075,104727,106382,108197,110350,113016,116194,119854,123952,128429,133164,137966,142750,147533,152249,156968,162484,168089,173694,179604,184910,189855,194780,199953,205450,211383,217821,224817,232493,240860,249552,257793,266255,275789,284978,293374,301714,309852,317560,324707,333943,347484,363984,381343,396801,412236,429453,447882,467671,487907,507752,526941,546163,565258,582941,599404,616503,634770,653530,672684,691989,710528,727580,741813,751855,757021,759299,762418,768156,776649,787601,800969,815846,831101,845559,858190,870231,882916,896875,913075,929773,942225,948639,950623,949470,946693,945516,949477,958543,966518,967719,962715,955832,951274
67,41774,43051,44310,45493,46685,47937,49128,50326,51647,53247,55164,57471,60233,63346,66809,70474,74071,77471,80449,82940,85062,87010,88964,90899,92946,95063,97062,98958,100712,102349,103986,105799,107982,110599,113698,117292,121342,125784,130436,135162,139904,144623,149252,153842,159224,164679,170106,175908,181143,186021,190940,196134,201599,207471,213874,220839,228533,236903,245394,253393,261684,271133,280222,288502,296672,304538,312030,319167,328484,341908,356157,370977,388302,405904,422911,441121,460679,480694,500337,519347,538398,557334,574884,591233,608211,626344,644965,663977,683144,701559,718511,732684,742721,747944,750312,753512,759298,767808,778750,792082,806908,822113,836531,849145,861178,873851,887786,903942,920593,933042,939512,941593,940566,937927,936871,940907,950001,958014,959313,954458,947739
68,38603,39859,41144,42381,43630,44922,46122,47270,48442,49783,51347,53237,55521,58138,61191,64609,68146,71697,74998,77869,80326,82476,84483,86392,88376,90456,92516,94564,96494,98232,99849,101489,103328,105466,108010,111051,114596,118616,122974,127542,132226,136898,141521,146011,150468,155699,160966,166285,172001,177167,182036,186973,192125,197526,203361,209725,216699,224388,232553,240793,248623,256849,266193,275143,283238,291126,298759,306229,313469,322719,333928,345740,362409,381776,399140,415929,433910,453232,473017,492448,511267,530137,548900,566302,582524,599368,617352,635821,654680,673696,691976,708821,722927,732956,738236,740698,743979,749815,758339,769268,782559,797330,812478,826852,839446,851467,864123,878030,894136,910733,923175,929702,931885,930990,928498,927572,931685,940808,948860,950261,945565
69,35481,36689,37949,39206,40503,41847,43080,44233,45355,46550,47859,49404,51281,53430,55996,59008,62296,65781,69218,72394,75213,77689,79887,81841,83791,85809,87825,89927,92011,93911,95622,97234,98913,100707,102775,105272,108265,111789,115727,120002,124527,129128,133692,138161,142519,146831,151866,157024,162266,167888,173033,177919,182809,187891,193247,199036,205401,212371,219855,227761,235825,243594,251731,260918,269661,277468,285108,292700,300255,307455,314552,323404,337093,355743,374816,391931,408492,426238,445313,464856,484063,502678,521351,539925,557163,573244,589940,607761,626064,644756,663610,681745,698470,712503,722521,727857,730416,733782,739666,748204,759116,772361,787070,802155,816479,829047,841054,853688,867561,883609,900146,912577,919162,921452,920697,918361,917571,921765,930915,939006,940516
70,32408,33577,34787,36015,37326,38711,39988,41169,42292,43436,44602,45898,47438,49189,51297,53831,56719,59954,63317,66616,69720,72542,75050,77180,79171,81154,83101,85163,87291,89331,91197,92897,94550,96173,97906,99932,102390,105374,108816,112675,116905,121340,125822,130229,134553,138757,142887,147807,152881,158036,163623,168773,173600,178408,183442,188749,194531,200885,207647,214884,222611,230599,238287,246284,255241,263660,271213,278802,286463,293958,299018,303826,314604,330306,348646,367409,384265,400590,418088,436905,456191,475159,493554,512012,530378,547437,563362,579895,597539,615662,634174,652851,670828,687424,701374,711376,716770,719428,722880,728814,737363,748253,761446,776086,791100,805367,817905,829891,842500,856332,872314,888782,901199,907843,910245,909638,907465,906819,911097,920274,928405
71,29389,30527,31694,32869,34147,35537,36848,38066,39213,40354,41467,42622,43919,45342,47061,49148,51569,54409,57521,60738,63952,67042,69875,72292,74456,76474,78376,80367,82450,84528,86522,88368,90102,91697,93260,94950,96950,99405,102317,105683,109504,113643,117951,122264,126516,130676,134687,138719,143556,148541,153665,159234,164306,169033,173791,178762,184054,189824,195977,202496,209557,217212,225112,232654,240428,249042,257180,264667,272303,279887,285192,287974,294813,307671,323094,341107,359546,376131,392208,409447,427988,447001,465711,483867,502092,520232,537094,552848,569203,586654,604582,622899,641384,659189,675643,689502,699483,704934,707694,711236,717218,725776,736640,749773,764335,779269,793471,805973,817933,830509,844295,860203,876593,888991,895695,898214,897761,895761,895266,899631,908833
72,26449,27543,28675,29804,31024,32374,33684,34930,36108,37266,38373,39473,40630,41816,43216,44924,46909,49293,52016,54983,58110,61291,64373,67098,69529,71704,73632,75574,77586,79611,81631,83600,85474,87138,88663,90187,91862,93862,96253,99099,102437,106165,110173,114308,118458,122533,126485,130399,134366,139113,144061,149171,154640,159588,164249,168933,173888,179160,184726,190645,196994,203999,211566,219294,226609,234054,242367,250404,257925,265470,270826,273819,278691,287701,300319,315450,333119,351217,367518,383334,400298,418546,437265,455697,473594,491565,509458,526106,541673,557835,575077,592794,610899,629177,646794,663093,676851,686804,692312,695177,698809,704840,713403,724234,737300,751774,766618,780746,793205,805133,817670,831400,847225,863528,875901,882666,885305,885014,883196,882859,887314
73,23611,24652,25735,26825,27993,29280,30546,31786,32984,34167,35285,36374,37475,38523,39691,41089,42707,44665,46943,49530,52408,55491,58650,61601,64315,66743,68810,70773,72736,74683,76642,78631,80614,82409,83996,85480,86984,88666,90613,92947,95774,99025,102625,106459,110421,114384,118248,122096,125938,129834,134544,139471,144477,149788,154647,159223,163879,168807,173875,179216,184973,191278,198199,205590,213067,220049,227208,235396,243434,250847,256145,259205,264278,271331,280176,292542,307364,324674,342414,358414,373955,390625,408559,426963,445094,462712,480407,498033,514447,529811,545763,562779,580267,598143,616196,633610,649739,663384,673304,678867,681840,685563,691641,700203,710995,723984,738360,753103,767147,779554,791443,803934,817601,833332,849536,861878,868703,871468,871346,869718,869547
74,20897,21876,22903,23940,25061,26289,27488,28681,29870,31064,32199,33294,34379,35369,36402,37574,38891,40493,42358,44514,47017,49853,52905,55916,58837,61521,63817,65909,67879,69770,71645,73573,75572,77462,79162,80702,82165,83675,85313,87214,89547,92293,95419,98844,102503,106274,110017,113766,117541,121307,125190,129871,134683,139531,144721,149465,154001,158625,163341,168188,173375,179098,185337,192086,199212,206336,213029,220075,228235,236121,241303,244329,249435,256639,263564,272236,284336,298836,315766,333128,348811,364058,380415,398013,416077,433885,451199,468596,485933,502095,517238,532963,549734,566974,584602,602412,619605,635549,649068,658947,664564,667645,671460,677581,686139,696883,709784,724049,738679,752628,764975,776817,789253,802847,818472,834567,846870,853754,856647,856702,855273
75,18342,19237,20198,21175,22237,23409,24547,25672,26810,27987,29126,30231,31315,32287,33260,34298,35397,36707,38227,39984,42070,44538,47338,50235,53194,56058,58593,60894,62978,64865,66677,68518,70451,72345,74135,75778,77286,78753,80218,81815,83727,85991,88624,91582,94838,98303,101847,105469,109137,112828,116576,120453,125008,129643,134366,139416,144094,148586,152988,157487,162192,167355,173015,179090,185573,192341,199153,205728,212759,220738,226418,229348,234357,241545,248600,255390,263879,275701,289861,306392,323356,338702,353635,369657,386894,404594,422052,439039,456115,473140,489029,503933,519412,535919,552893,570253,587799,604752,620493,633873,643701,649369,652558,656465,662626,671172,681859,694661,708802,723306,737147,749424,761210,773581,787092,802598,818569,830825,837766,840791,841029
76,15968,16767,17642,18551,19546,20650,21730,22792,23860,24981,26097,27200,28285,29252,30201,31177,32145,33243,34482,35907,37611,39667,42102,44747,47582,50473,53168,55678,57951,59934,61737,63505,65350,67173,68959,70676,72275,73782,75199,76628,78243,80098,82255,84732,87530,90591,93832,97253,100789,104367,108034,111768,115527,119901,124404,128978,133926,138537,142794,146984,151340,156032,161146,166648,172456,178583,185030,191701,198251,205120,210940,214393,219222,226246,233265,240163,246810,255109,266638,280441,296551,313092,328080,342678,358341,375192,392501,409584,426219,442949,459639,475234,489881,505094,521316,538001,555072,572334,589026,604545,617770,627538,633251,636548,640545,646742,655268,665888,678577,692580,706943,720663,732859,744578,756874,770289,785661,801493,813692,820689,823849
77,13780,14486,15264,16087,17008,18037,19047,20049,21052,22097,23154,24228,25303,26267,27205,28152,29057,30026,31061,32217,33598,35284,37319,39609,42188,44943,47644,50291,52753,54902,56787,58538,60304,62034,63742,65445,67108,68694,70145,71521,72977,74541,76301,78314,80641,83254,86098,89215,92551,95986,99534,103175,106785,110377,114607,118949,123416,128264,132619,136659,140706,145054,149710,154666,159903,165365,171179,177477,184089,190468,195287,198930,204159,210922,217761,224604,231335,237834,245931,257153,270579,286244,302339,316945,331186,346465,362902,379793,396475,412732,429092,445422,460700,475069,489996,505912,522286,539044,555997,572406,587682,600735,610431,616185,619588,623672,629899,638396,648937,661500,675348,689554,703139,715240,726881,739089,752395,767617,783294,795425,802473
78,11784,12399,13084,13811,14641,15587,16523,17453,18394,19370,20349,21360,22398,23349,24278,25207,26080,26983,27892,28853,29977,31352,33025,34929,37156,39648,42208,44843,47414,49733,51758,53579,55320,56967,58574,60200,61844,63481,64994,66398,67799,69206,70680,72306,74188,76338,78744,81482,84509,87742,91146,94658,98159,101588,105052,109107,113333,117700,122267,126381,130275,134318,138639,143134,147833,152727,157881,163552,169774,176188,180604,183361,188673,195704,202269,208916,215572,222129,228470,236356,247254,260283,275479,291101,305302,319160,334030,350026,366469,382723,398577,414539,430484,445423,459493,474113,489698,505737,522158,538777,554878,569889,582751,592361,598148,601654,605822,612072,620531,630980,643401,657077,671107,684539,696533,708083,720189,733369,748424,763928,775979
79,9984,10509,11103,11740,12471,13319,14172,15028,15896,16804,17712,18643,19614,20527,21436,22348,23199,24065,24908,25747,26684,27810,29185,30735,32586,34731,37029,39517,42056,44463,46628,48573,50368,51984,53502,55025,56581,58188,59742,61203,62623,63973,65293,66648,68151,69871,71833,74140,76795,79731,82917,86278,89640,92945,96234,99543,103474,107588,111675,115968,119927,123816,127832,131989,136226,140588,145187,150203,155797,161818,166318,168775,173145,180129,186924,193283,199726,206187,212561,218735,226397,236955,249566,264266,279389,293159,306611,321044,336570,352538,368335,383758,399298,414832,429408,443156,457444,472674,488352,504409,520667,536433,551156,563806,573316,579128,582733,586979,593244,601653,611996,624257,637742,651578,664839,676708,688151,700141,713180,728047,743359
80,8375,8818,9324,9872,10509,11254,12012,12787,13580,14412,15250,16107,16995,17843,18709,19592,20422,21260,22062,22836,23656,24597,25728,26992,28501,30277,32242,34464,36843,39204,41441,43501,45405,47054,48533,49967,51419,52935,54453,55939,57405,58767,60027,61230,62470,63825,65373,67255,69496,72063,74954,78096,81294,84443,87598,90721,93923,97733,101560,105385,109495,113430,117289,121142,125035,128941,133016,137484,142429,147821,152012,154638,158616,164573,171294,177844,183986,190216,196471,202652,208651,216076,226275,238444,252624,267219,280532,293552,307522,322550,338014,353326,368292,383381,398478,412665,426067,439999,454847,470136,485801,501669,517074,531481,543898,553290,559118,562816,567134,573405,581751,591972,604053,617327,630946,644016,655743,667064,678920,691799,706458
81,6950,7320,7747,8210,8755,9401,10061,10744,11457,12210,12971,13756,14567,15336,16134,16968,17767,18576,19346,20080,20830,21654,22607,23639,24869,26313,27923,29814,31933,34128,36306,38415,40408,42148,43656,45042,46398,47800,49220,50668,52148,53553,54812,55956,57048,58151,59350,60838,62669,64833,67368,70206,73179,76157,79141,82118,85123,88223,91743,95305,98958,103022,106906,110586,114174,117739,121374,125323,129716,134466,138133,140562,144587,150034,155750,162198,168491,174407,180414,186454,192431,198243,205418,215238,226944,240576,254616,267447,280009,293489,307991,322922,337720,352201,366813,381444,395216,408247,421796,436233,451105,466347,481796,496809,510873,523033,532291,538122,541906,546288,552554,560822,570903,582784,595823,609203,622060,633627,644807,656510,669209
82,5701,6007,6362,6749,7208,7758,8325,8914,9538,10208,10892,11599,12335,13031,13749,14512,15260,16030,16768,17468,18178,18931,19763,20625,21624,22800,24095,25643,27433,29370,31380,33421,35439,37253,38828,40233,41531,42836,44143,45490,46924,48334,49623,50761,51789,52746,53707,54864,56319,58090,60234,62720,65390,68134,70938,73734,76580,79477,82311,85572,88961,92575,96559,100243,103647,106909,110203,113716,117591,121802,124924,126958,130694,136041,141246,146712,152875,158902,164581,170356,176169,181931,187544,194454,203877,215097,228155,241612,253936,266015,278979,292926,307295,321552,335520,349626,363762,377092,389725,402864,416861,431285,446073,461070,475662,489355,501232,510335,516158,520018,524455,530702,538876,548798,560456,573236,586352,598972,610357,621377,632907
83,4618,4868,5160,5479,5862,6323,6801,7302,7836,8417,9019,9648,10305,10931,11575,12255,12934,13648,14345,15011,15684,16386,17144,17892,18720,19676,20717,21960,23419,25044,26797,28665,30601,32429,34059,35513,36816,38056,39262,40494,41823,43176,44467,45629,46648,47538,48360,49292,50432,51842,53605,55710,58036,60482,63044,65650,68307,71032,73658,76264,79354,82698,86242,89998,93386,96458,99449,102622,106062,109762,112424,114037,117316,122258,127338,132292,137499,143368,149119,154552,160083,165659,171193,176594,183224,192231,202943,215401,228250,240041,251613,264035,277400,291180,304866,318293,331864,345477,358336,370544,383243,396771,410714,425017,439530,453668,466960,478529,487456,493255,497181,501661,507874,515936,525676,537088,549582,562407,574766,585948,596785
84,3689,3892,4130,4391,4704,5086,5482,5900,6350,6842,7359,7908,8486,9039,9613,10217,10817,11459,12100,12723,13356,14014,14718,15389,16104,16894,17732,18726,19893,21204,22660,24276,26036,27770,29400,30895,32230,33458,34595,35722,36934,38185,39415,40571,41601,42479,43236,44035,44955,46069,47491,49224,51183,53287,55556,57919,60376,62905,65351,67746,70217,73265,76536,79855,83286,86325,89125,91998,95096,98358,100603,101830,104623,109051,113719,118524,123219,128160,133725,139190,144366,149643,154969,160264,165440,171776,180348,190530,202366,214582,225816,236858,248712,261470,274632,287720,300578,313585,326645,339004,350759,362989,376015,389447,403232,417228,430880,443740,454972,463702,469460,473439,477947,484109,492039,501576,512715,524896,537403,549473,560426
85,2903,3067,3258,3468,3722,4033,4357,4700,5072,5483,5916,6382,6880,7362,7864,8397,8924,9486,10057,10625,11213,11828,12473,13093,13730,14405,15087,15884,16813,17848,19008,20338,21853,23416,24951,26429,27789,29028,30143,31199,32307,33438,34566,35659,36677,37559,38301,39034,39825,40732,41863,43268,44871,46625,48560,50633,52843,55165,57415,59633,61897,64349,67319,70365,73368,76423,79182,81857,84640,87567,89484,90344,92666,96581,100739,105128,109651,114082,118747,124001,129169,134080,139092,144156,149199,154138,160164,168284,177918,189109,200669,211325,221815,233078,245202,257720,270183,282444,294858,307336,319166,330439,342170,354664,367552,380786,394232,407365,419762,430630,439137,444836,448852,453373,459466,467242,476551,487390,499229,511388,523141
86,2249,2377,2530,2697,2900,3151,3411,3688,3991,4326,4683,5070,5489,5899,6332,6792,7251,7740,8234,8736,9268,9830,10426,10990,11565,12164,12739,13382,14123,14937,15844,16893,18136,19461,20832,22212,23540,24785,25900,26918,27949,28975,29993,30985,31941,32803,33544,34252,34982,35760,36692,37823,39113,40526,42126,43873,45798,47872,49919,51941,54023,56261,58664,61404,64133,66787,69542,72149,74723,77341,79034,79653,81515,84899,88553,92438,96542,100778,104937,109320,114254,119119,123754,128490,133282,138060,142749,148452,156104,165173,175700,186584,196642,206558,217209,228676,240524,252337,263973,275768,287634,298906,309669,320873,332803,345116,357766,370630,383212,395114,405588,413848,419466,423503,428017,434021,441620,450674,461185,472652,484433
87,1714,1812,1931,2063,2223,2421,2628,2848,3090,3359,3647,3962,4305,4646,5010,5402,5794,6215,6640,7070,7533,8036,8573,9087,9611,10138,10641,11181,11779,12414,13114,13927,14904,15980,17131,18347,19574,20771,21876,22890,23871,24818,25726,26614,27474,28273,28999,29695,30395,31104,31907,32844,33871,34992,36270,37698,39313,41104,42911,44733,46621,48668,50854,53059,55494,57872,60245,62824,65303,67709,69185,69721,71267,74070,77207,80598,84206,88022,91966,95848,99944,104552,109104,113455,117905,122414,126917,131344,136711,143883,152371,162218,172409,181852,191176,201194,211982,223138,234275,245263,256410,267638,278326,288551,299199,310535,322243,334279,346528,358527,369903,379954,387939,393456,397492,401981,407873,415270,424044,434197,445261
88,1285,1357,1447,1549,1674,1829,1990,2163,2352,2565,2793,3044,3320,3594,3893,4219,4549,4903,5264,5630,6025,6459,6929,7388,7852,8328,8770,9231,9726,10232,10772,11396,12144,12979,13901,14913,15978,17072,18121,19109,20066,20964,21795,22589,23342,24052,24717,25388,26064,26739,27469,28280,29120,29998,30998,32125,33431,34926,36468,38061,39747,41599,43586,45572,47501,49602,51717,53916,56340,58634,59942,60398,61811,64178,66761,69651,72777,76107,79632,83282,86883,90687,94963,99197,103255,107411,111627,115845,119999,125020,131700,139596,148751,158237,167048,175765,185133,195222,205666,216106,226422,236899,247463,257541,267202,277267,287983,299056,310449,322052,333438,344257,353855,361540,366931,370946,375387,381143,388313,396777,406544
89,948,999,1065,1141,1236,1356,1480,1612,1759,1923,2100,2297,2514,2731,2969,3232,3502,3797,4097,4404,4738,5100,5503,5899,6311,6725,7115,7518,7932,8348,8767,9238,9817,10447,11152,11950,12824,13762,14708,15636,16552,17413,18195,18910,19574,20189,20772,21383,22026,22669,23351,24078,24799,25500,26279,27150,28174,29379,30640,31984,33454,35097,36879,38667,40385,42020,43872,45816,47868,50082,51302,51608,52909,55121,57285,59648,62291,65153,68205,71439,74793,78111,81619,85560,89470,93230,97085,101001,104925,108797,113463,119643,126940,135395,144165,152334,160431,169134,178510,188224,197948,207573,217359,227237,236682,245757,255215,265285,275698,286418,297348,308092,318326,327443,334800,340040,344010,348380,353976,360891,369019
90,687,722,769,824,894,984,1078,1179,1290,1415,1550,1700,1867,2036,2221,2427,2642,2880,3126,3379,3658,3957,4292,4624,4970,5333,5669,6016,6375,6719,7054,7415,7854,8327,8854,9459,10140,10900,11700,12521,13368,14183,14925,15587,16182,16716,17216,17751,18330,18931,19575,20244,20881,21472,22085,22748,23532,24463,25465,26556,27785,29210,30788,32376,33908,35353,36780,38462,40253,42113,43305,43480,44582,46722,48725,50692,52841,55245,57848,60627,63575,66636,69672,72884,76491,80078,83537,87089,90703,94331,97919,102228,107910,114611,122370,130427,137955,145428,153464,162124,171104,180107,189034,198120,207304,216106,224581,233420,242832,252571,262606,272848,282933,292564,301182,308190,313258,317163,321440,326855,333496
91,486,512,545,583,633,699,769,843,926,1020,1121,1234,1360,1487,1628,1787,1953,2139,2334,2538,2766,3008,3283,3554,3843,4146,4429,4727,5029,5317,5592,5882,6215,6567,6956,7401,7908,8491,9129,9813,10557,11296,11990,12613,13159,13630,14059,14516,15016,15553,16142,16769,17342,17853,18359,18871,19461,20168,20931,21784,22781,23975,25331,26724,28069,29344,30593,31884,33409,35017,35981,36158,37020,38915,40827,42627,44400,46337,48504,50852,53359,56023,58793,61548,64466,67739,71002,74160,77406,80714,84041,87338,91286,96469,102573,109637,116979,123861,130705,138067,146003,154242,162514,170730,179104,187579,195721,203581,211782,220516,229561,238889,248420,257824,266828,274920,281555,286425,290237,294396,299604
92,337,354,378,404,439,485,535,590,650,719,793,876,969,1063,1168,1287,1413,1554,1704,1864,2046,2243,2461,2678,2910,3154,3389,3636,3889,4129,4354,4587,4845,5112,5398,5718,6089,6517,6997,7538,8146,8783,9409,9983,10491,10914,11290,11676,12097,12556,13077,13639,14164,14621,15049,15466,15918,16448,17008,17650,18428,19395,20522,21705,22864,23967,25059,26177,27344,28698,29557,29723,30438,31909,33582,35275,36876,38459,40189,42123,44220,46463,48847,51331,53808,56434,59378,62320,65175,68116,71117,74141,77145,80731,85417,90927,97301,103935,110171,116385,123073,130284,137777,145314,152814,160468,168226,175697,182928,190478,198520,206855,215461,224264,232967,241323,248868,255104,259750,263444,267459
93,229,240,256,275,298,330,364,403,446,494,548,608,675,743,819,906,999,1104,1216,1337,1478,1633,1805,1975,2155,2349,2536,2738,2942,3141,3326,3510,3718,3921,4130,4361,4631,4933,5280,5681,6151,6668,7197,7710,8165,8557,8891,9222,9573,9956,10395,10882,11352,11760,12134,12483,12840,13246,13655,14123,14708,15465,16376,17343,18310,19247,20179,21142,22139,23162,23894,24185,24778,25880,27164,28625,30108,31517,32916,34445,36154,38008,39993,42106,44310,46515,48854,51475,54102,56659,59297,61993,64715,67426,70650,74846,79773,85469,91405,97002,102592,108609,115101,121854,128658,135442,142375,149413,156209,162803,169693,177035,184653,192526,200589,208578,216271,223249,229066,233463,237011
94,153,159,169,181,198,219,242,268,298,332,369,411,458,507,561,623,689,765,848,936,1043,1158,1291,1423,1565,1713,1856,2011,2176,2333,2479,2627,2792,2952,3107,3278,3468,3678,3920,4207,4552,4953,5369,5793,6195,6545,6850,7138,7433,7747,8107,8513,8910,9267,9598,9897,10192,10512,10816,11153,11578,12148,12855,13628,14408,15177,15956,16764,17609,18471,18978,19253,19877,20757,21708,22817,24078,25363,26589,27810,29146,30639,32260,33997,35849,37784,39724,41786,44095,46414,48680,51020,53416,55840,58260,61129,64846,69206,74242,79498,84470,89446,94805,100589,106613,112695,118770,124988,131311,137433,143389,149618,156259,163155,170292,177612,184880,191899,198298,203676,207802
95,99,103,109,117,127,142,157,174,194,217,242,271,304,337,375,418,464,517,575,639,718,803,902,1000,1107,1218,1327,1444,1568,1692,1809,1920,2049,2174,2293,2417,2551,2697,2866,3063,3304,3593,3909,4242,4573,4870,5139,5391,5648,5907,6199,6528,6849,7145,7434,7689,7938,8196,8428,8671,8983,9401,9939,10533,11135,11743,12377,13039,13739,14458,14851,14929,15496,16385,17134,17946,18891,19966,21064,22118,23171,24325,25613,27013,28514,30117,31795,33483,35278,37288,39311,41295,43347,45452,47585,49720,52244,55498,59311,63713,68313,72680,77059,81779,86875,92190,97566,102947,108464,114084,119541,124865,130439,136383,142565,148969,155548,162095,168439,174250,179176
96,62,65,69,73,80,89,99,110,123,138,154,173,195,218,243,273,304,340,380,425,484,544,614,686,764,844,925,1013,1102,1195,1282,1370,1468,1563,1657,1746,1844,1944,2057,2190,2355,2553,2780,3028,3279,3520,3744,3966,4185,4401,4637,4897,5151,5388,5622,5836,6048,6263,6445,6631,6853,7160,7558,7998,8454,8915,9403,9933,10500,11084,11372,11351,11725,12554,13293,13922,14605,15399,16303,17229,18122,19019,20001,21098,22291,23572,24941,26377,27826,29369,31095,32838,34552,36328,38153,40007,41865,44057,46871,50163,53963,57939,61727,65534,69639,74075,78708,83403,88114,92951,97888,102696,107402,112333,117595,123074,128758,134607,140442,146114,151336
97,38,40,42,45,49,54,61,68,76,85,96,108,122,137,154,173,194,218,244,274,316,358,407,456,513,571,631,691,757,821,886,949,1024,1096,1162,1232,1301,1374,1448,1537,1647,1782,1932,2107,2288,2470,2648,2829,3010,3188,3382,3586,3788,3971,4151,4326,4498,4670,4819,4962,5134,5360,5648,5968,6299,6633,7000,7407,7849,8312,8508,8433,8695,9321,9995,10601,11122,11688,12345,13094,13863,14609,15361,16185,17105,18107,19184,20337,21549,22775,24082,25544,27023,28484,30000,31560,33148,34743,36620,39019,41823,45058,48449,51689,54954,58478,62288,66273,70320,74391,78579,82861,87044,91151,95460,100062,104859,109845,114982,120122,125134
98,22,23,25,26,29,32,36,41,46,51,58,65,74,83,94,107,120,135,153,172,202,228,266,297,331,376,414,458,506,547,596,640,694,745,795,845,894,947,994,1056,1128,1217,1320,1432,1559,1683,1813,1954,2097,2243,2398,2562,2717,2855,2990,3123,3258,3398,3514,3630,3760,3927,4142,4371,4605,4840,5104,5403,5731,6088,6212,6107,6292,6773,7273,7812,8301,8724,9186,9721,10331,10960,11573,12194,12874,13634,14462,15354,16309,17316,18337,19427,20646,21883,23108,24382,25695,27034,28383,29966,31981,34333,37046,39894,42627,45386,48367,51592,54971,58410,61878,65453,69116,72707,76243,79958,83928,88074,92389,96844,101312
99,13,13,14,15,16,18,21,24,27,30,34,38,44,49,56,63,72,81,92,105,123,143,166,187,210,238,267,298,326,358,386,418,456,489,525,561,596,632,671,706,754,812,881,953,1034,1120,1208,1305,1412,1529,1647,1776,1895,1999,2100,2198,2296,2403,2498,2585,2684,2811,2974,3136,3298,3460,3640,3847,4088,4349,4427,4310,4426,4795,5170,5562,5986,6372,6711,7080,7509,7997,8502,8998,9501,10053,10670,11343,12068,12847,13669,14505,15399,16398,17414,18425,19477,20564,21675,22796,24109,25774,27715,29954,32308,34575,36870,39351,42039,44860,47738,50648,53653,56740,59775,62775,65931,69307,72839,76520,80329
100,7,7,8,9,9,10,12,13,15,17,19,22,25,28,32,37,42,48,54,62,73,86,100,115,131,148,165,186,204,225,243,267,289,313,335,362,387,409,434,459,494,530,569,619,672,727,782,847,924,1004,1097,1191,1283,1360,1437,1502,1575,1650,1719,1789,1867,1962,2079,2200,2313,2421,2540,2685,2847,3033,3084,2980,3034,3294,3575,3862,4163,4489,4790,5055,5345,5682,6065,6464,6856,7257,7696,8188,8724,9304,9926,10585,11257,11977,12780,13601,14419,15272,16155,17060,17976,19045,20396,21970,23785,25697,27545,29421,31452,33654,35969,38337,40738,43223,45782,48307,50811,53450,56276,59237,62329
101,4,4,4,5,5,5,6,7,8,10,11,12,14,15,17,20,24,27,31,35,42,50,59,69,75,88,98,111,125,137,150,162,180,191,210,225,242,259,275,290,313,337,362,393,421,458,490,535,581,640,702,774,840,897,952,996,1050,1100,1152,1199,1254,1330,1413,1502,1580,1651,1735,1830,1932,2061,2105,2045,2055,2201,2395,2604,2819,3045,3291,3519,3723,3947,4206,4500,4808,5113,5425,5768,6152,6571,7024,7512,8030,8559,9127,9761,10410,11059,11737,12441,13163,13896,14750,15825,17077,18521,20044,21523,23028,24659,26430,28296,30209,32154,34173,36256,38320,40374,42543,44868,47308
102,2,2,2,2,3,3,3,4,4,5,6,7,8,8,9,11,13,15,17,19,24,27,33,40,44,52,57,64,71,80,88,96,106,116,126,136,144,158,164,178,191,207,223,242,259,280,302,326,354,392,434,482,528,567,609,641,677,712,744,780,819,869,931,992,1050,1100,1150,1213,1282,1362,1405,1400,1399,1451,1557,1697,1850,2007,2173,2355,2524,2677,2845,3040,3262,3494,3726,3964,4226,4519,4839,5186,5560,5958,6366,6804,7293,7795,8300,8828,9376,9940,10515,11183,12020,12996,14120,15310,16468,17652,18936,20331,21805,23321,24867,26475,28139,29794,31447,33196,35073
