Edad,1950,1951,1952,1953,1954,1955,1956,1957,1958,1959,1960,1961,1962,1963,1964,1965,1966,1967,1968,1969,1970,1971,1972,1973,1974,1975,1976,1977,1978,1979,1980,1981,1982,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022,2023,2024,2025,2026,2027,2028,2029,2030,2031,2032,2033,2034,2035,2036,2037,2038,2039,2040,2041,2042,2043,2044,2045,2046,2047,2048,2049,2050,2051,2052,2053,2054,2055,2056,2057,2058,2059,2060,2061,2062,2063,2064,2065,2066,2067,2068,2069,2070
30,182583,187974,193438,198900,204360,209766,215186,221742,228433,235157,242361,248753,254624,260438,266492,272843,279694,287147,295169,303899,313273,322790,331764,341146,351966,362316,371646,380937,390156,399188,407751,418901,435270,455307,478959,502947,523934,543867,565189,588124,611441,634027,655627,677165,698427,717770,735363,753421,772401,791201,809842,828708,846899,863559,877045,886420,891687,895151,899647,906409,916255,928908,944122,960781,977150,991314,1002434,1012807,1024457,1037902,1053909,1070367,1082359,1087886,1088402,1085357,1080458,1077375,1080125,1088656,1095930,1095534,1088157,1078718,1071965,1068744,1068298,1069967,1072240,1072659,1068324,1058511,1045339,1033396,1024449,1014627,999385,983193,976321,973904,969458,965244,955957,944069,934615,924729,914560,904241,893895,883620,873401,863134,852755,842402,832257,822330,812574,802931,793383,783979,774721
31,176032,181121,186489,191980,197491,202992,208400,213784,220302,226957,233644,240847,247230,253088,258892,264924,271256,278079,285460,293409,302086,311381,320876,329835,339228,350062,360397,369713,379053,388343,397387,405939,417072,433400,453350,476828,500614,521401,541131,562260,585026,608201,630694,652229,673721,694944,714196,731569,749200,767543,785917,804799,824111,842761,859795,874231,885191,891902,895254,898774,905197,914804,927101,941975,957932,973132,986517,997685,1008644,1020643,1034089,1050002,1066906,1079377,1084975,1085519,1082474,1077564,1074466,1077194,1085701,1092969,1092598,1085270,1075886,1069177,1065987,1065560,1067240,1069522,1069955,1065648,1055878,1042758,1030864,1021958,1012176,996987,980846,974003,971602,967178,962985,953732,941883,932464,922614,912481,902197,891887,881645,871458,861223,850875,840553,830438,820541,810813,801200,791679,782303
32,170025,174619,179689,185084,190624,196176,201680,207052,212406,218889,225507,232196,239383,245750,251598,257381,263399,269710,276469,283786,291689,300304,309581,319056,328024,337439,348262,358574,367935,377345,386644,395683,404229,415358,431617,451424,474726,498319,518922,538493,559474,582118,605212,627639,649129,670574,691709,710750,727733,744780,762728,781307,800584,820306,839312,857234,873133,885441,892025,894434,897632,903822,913093,925070,939282,954139,968602,982017,993723,1005010,1017005,1030357,1046714,1064069,1076587,1082195,1082727,1079665,1074745,1071641,1074363,1082862,1090136,1089796,1082517,1073185,1066518,1063355,1062946,1064637,1066930,1067379,1063101,1053374,1040305,1028458,1019591,1009848,994708,978617,971801,969418,965015,960844,951624,939815,930430,920614,910515,900265,889987,879777,869622,859417,849099,838808,828722,818853,809153,799567,790073
33,164691,168653,173234,178332,183776,189357,194911,200379,205723,211049,217494,224114,230790,237955,244309,250136,255909,261909,268163,274867,282146,289994,298591,307853,317335,326325,335738,346540,356888,366317,375735,385026,394061,402614,413697,429847,449511,472651,496065,516519,535961,556847,579419,602449,624826,646269,667632,688560,707233,723685,740371,758495,777419,797073,817131,836950,856226,873370,885539,891223,893321,896300,902179,911150,922510,935693,949864,964342,978250,990265,1001533,1013420,1027212,1044016,1061399,1073906,1079488,1079993,1076917,1071997,1068903,1071633,1080135,1087422,1087116,1079885,1070601,1063971,1060835,1060444,1062148,1064453,1064920,1060672,1050987,1037967,1026165,1017335,1007629,992536,976493,969704,967339,962958,958809,949622,937851,928499,918716,908650,898432,888186,878007,867881,857706,847417,837155,827097,817256,807583,798023
34,160109,163354,167309,171920,177067,182552,188135,193653,199093,204408,209703,216151,222757,229412,236559,242891,248709,254466,260415,266620,273288,280519,288355,296943,306209,315708,324704,334101,344936,355347,364782,374187,383482,392522,401050,412051,428087,447616,470595,493864,514196,533558,554389,576910,599880,622208,643569,664737,685320,703495,719617,736464,754890,774154,794120,814934,835991,856406,873410,884731,890117,892013,894701,900302,908693,919095,931639,945828,960759,974943,986927,998056,1010372,1024631,1041459,1058815,1071278,1076822,1077305,1074225,1069321,1066250,1068999,1077512,1084815,1084541,1077355,1068117,1061522,1058411,1058038,1059757,1062076,1062562,1058344,1048700,1035728,1023969,1015174,1005504,990457,974461,967700,965353,960995,956868,947713,935979,926658,916907,906872,896686,886471,876321,866225,856079,845818,835584,825554,815738,806092
35,156288,158799,162043,166031,170693,175883,181370,186916,192406,197816,203099,208404,214838,221422,228062,235183,241502,247304,253016,258921,265094,271719,278947,286774,295365,304653,314149,323132,332566,343457,353869,363290,372702,382003,391023,399487,410406,426334,445734,468575,491725,511981,531302,552090,574551,597465,619711,640886,661735,681852,699716,715975,733097,751837,771397,792050,813984,836090,856367,872581,883615,888810,890429,892857,897916,905419,915239,927801,942404,957595,971722,983506,995060,1007882,1022166,1038967,1056267,1068677,1074187,1074659,1071590,1066715,1063678,1066453,1074981,1082299,1082056,1074912,1065716,1059156,1056070,1055717,1057451,1059785,1060290,1056101,1046498,1033572,1021856,1013095,1003461,988458,972510,965776,963447,959111,955006,945883,934185,924895,915175,905171,895015,884829,874709,864641,854523,844290,834083,824079,814290
36,153143,154995,157512,160793,164834,169543,174736,180187,185705,191164,196540,201832,207129,213540,220109,226727,233830,240131,245891,251562,257438,263574,270200,277413,285251,293865,303149,312633,321651,331142,342029,352424,361852,371273,380554,389514,397917,408761,424589,443875,466601,489674,509889,529169,549903,572308,595139,617205,638088,658509,678330,696307,712815,730222,749228,769414,791098,813985,835960,855505,871445,882296,887226,888604,890522,894752,901721,911566,924521,939366,954458,968321,980537,992638,1005483,1019745,1036492,1053729,1066090,1071579,1072055,1069012,1064175,1061179,1063983,1072525,1079858,1079642,1072537,1063383,1056856,1053796,1053464,1055214,1057564,1058090,1053930,1044367,1031486,1019811,1011085,1001485,986528,970625,963918,961608,957295,953212,944119,932456,923196,913507,903533,893407,883251,873159,863119,853028,842822,832642,822664
37,150483,151860,153725,156281,159620,163712,168425,173584,179007,184493,189918,195302,200585,205864,212261,218808,225410,232489,238749,244469,250114,255954,262095,268710,275934,283793,292409,301676,311193,320265,329756,340623,351024,360465,369870,379096,387998,396343,407112,422847,442040,464698,487718,507892,527124,547804,570126,592789,614580,635072,655215,675124,693315,710088,727744,747323,768440,790981,813746,835045,854338,870103,880693,885390,886290,887434,891174,898179,908399,921585,936294,951067,965372,978161,990284,1003109,1017325,1034012,1051192,1063517,1068999,1069493,1066485,1061694,1058741,1061573,1070129,1077474,1077284,1070217,1061103,1054610,1051577,1051265,1053033,1055400,1055946,1051816,1042292,1029456,1017822,1009130,999565,984652,968794,962115,959824,955533,951471,942409,930781,921551,911892,901948,891851,881724,871660,861647,851583,841404,831250
38,148061,149202,150597,152505,155123,158517,162617,167299,172432,177824,183275,188706,194078,199341,204613,210990,217520,224100,231136,237355,243050,248660,254505,260638,267263,274509,282374,290975,300274,309834,318909,328384,339256,349669,359093,368444,377619,386473,394756,405464,421123,440265,462876,485837,505955,525138,545745,567907,590311,611738,631976,652193,672284,690706,707701,725875,746300,768206,790633,812781,833842,852967,868487,878845,883080,883246,883941,887725,895097,905538,918555,932910,948139,963027,975834,987938,1000722,1014886,1031520,1048654,1060958,1066447,1066968,1064002,1059259,1056349,1059208,1067775,1075131,1074964,1067934,1058861,1052403,1049397,1049108,1050895,1053279,1053846,1049746,1040262,1027470,1015877,1007219,997688,982818,967005,960353,958081,953813,949773,940741,929148,919948,910318,900404,890336,880237,870201,860215,850178,840025
39,145656,146778,147940,149379,151353,154033,157438,161511,166169,171273,176629,182085,187504,192853,198109,203368,209726,216234,222776,229768,235959,241618,247238,253070,259211,265862,273116,280970,289602,298942,308506,317561,327045,337928,348319,357697,367007,376131,384928,393162,403810,419441,438551,461108,484002,504062,523174,543631,565557,587621,608812,629112,649490,669776,688393,705862,724807,745944,767739,789606,811530,832441,851329,866618,876531,880060,879803,880555,884699,892285,902534,915177,929999,945812,960711,973498,985564,998303,1012421,1029013,1046116,1058411,1063916,1064472,1061551,1056856,1053987,1056871,1065447,1072812,1072669,1065677,1056644,1050221,1047244,1046979,1048785,1051188,1051777,1047707,1038262,1025514,1013961,1005337,995841,981015,965246,958622,956369,952123,948106,939105,927546,918376,908776,898891,888852,878781,868772,858813,848802
40,143092,144367,145511,146717,148226,150267,152962,156344,160397,165030,170099,175459,180902,186294,191636,196879,202124,208461,214932,221434,228390,234547,240212,245825,251668,257833,264491,271735,279615,288290,297627,307170,316237,325740,336604,346943,356285,365547,374621,383364,391559,402199,417808,436876,459362,482188,502170,521146,541389,563001,584846,606083,626523,647075,667528,686567,704735,724329,745364,766648,788305,810091,830769,849436,864295,873516,876636,876448,877553,881911,889280,899153,912279,927678,943497,958372,971121,983147,995846,1009930,1026493,1043576,1055872,1061401,1061994,1059118,1054469,1051639,1054547,1063130,1070503,1070384,1063430,1054439,1048054,1045107,1044866,1046693,1049115,1049726,1045686,1036280,1023576,1012064,1003473,994011,979229,963505,956909,954676,950454,946459,937489,925965,916824,907254,897398,887389,877346,867364,857432
41,140251,141795,143092,144278,145556,147137,149197,151873,155239,159271,163872,168945,174292,179706,185090,190418,195644,200874,207177,213609,220078,226998,233163,238818,244426,250293,256467,263120,270392,278316,286986,296306,305857,314945,324431,335245,345549,354846,364060,373083,381785,389981,400626,416200,435207,457621,480356,500209,518990,538949,560359,582238,603590,624184,644882,665705,685373,704133,723633,744201,765289,786817,808384,828857,847104,861296,870116,873285,873434,874760,878876,885871,896251,909947,925352,941146,955980,968689,980679,993350,1007413,1023958,1041030,1053333,1058888,1059519,1056687,1052083,1049290,1052219,1060809,1068192,1068097,1061182,1052235,1045888,1042972,1042758,1044606,1047048,1047682,1043672,1034305,1021644,1010172,1001616,992189,977451,961772,955205,952993,948795,944824,935885,924396,915285,905744,895918,885937,875922,865968
42,137145,138945,140509,141846,143104,144457,146059,148104,150770,154121,158124,162730,167791,173106,178511,183881,189190,194401,199604,205869,212271,218703,225625,231767,237426,243060,248937,255105,261781,269099,277022,285672,295002,304570,313640,323087,333861,344126,353374,362540,371523,380229,388441,399064,414588,433534,455858,478452,498115,516641,536417,557853,579828,601312,622029,643057,664453,684654,703323,722392,742778,763745,785068,806436,826505,844120,857913,866760,870247,870612,871656,875386,882925,893892,907597,922978,938731,953522,966197,978162,990816,1004868,1021403,1038470,1050783,1056366,1057034,1054245,1049684,1046927,1049876,1058473,1065865,1065796,1058922,1050020,1043713,1040831,1040643,1042514,1044976,1045632,1041652,1032324,1019708,1008276,999754,990363,975670,960038,953500,951310,947137,943190,934283,922828,913747,904236,894439,884488,874501
43,133917,135829,137647,139246,140654,141990,143365,144954,146993,149650,152976,156987,161584,166612,171918,177309,182657,187949,193134,198306,204541,210905,217350,224245,230379,236056,241702,247573,253767,260489,267806,275707,284375,293716,303264,312301,321715,332449,342663,351865,360990,369974,378693,386888,397486,412961,431826,454011,476416,495838,514196,533995,555516,577606,599191,620206,641743,663614,683733,702002,720898,741174,761945,783079,804067,823530,840753,854557,863692,867377,867402,868004,872332,880519,891501,905188,920530,936240,950993,963643,975595,988241,1002290,1018821,1035887,1048211,1053821,1054525,1051776,1047257,1044535,1047505,1056109,1063511,1063470,1056639,1047785,1041520,1038671,1038512,1040405,1042887,1043565,1039616,1030327,1017756,1006366,997879,988525,973879,958294,951787,949620,945472,941549,932674,921255,912204,902723,892956,883034
44,130697,132588,134518,136367,138035,139521,140878,142242,143828,145864,148501,151839,155844,160407,165428,170721,176087,181417,186683,191836,196981,203186,209558,215971,222858,229009,234696,240335,246233,252469,259192,266491,274410,283088,292415,301922,310934,320318,330996,341158,350321,359449,368446,377142,385318,395878,411282,430029,452034,474202,493457,511842,531721,553338,575507,597358,618834,640805,662589,682322,700429,719222,739312,759908,780682,801096,820178,837398,851457,860761,864023,863514,864786,869860,878068,889040,902695,917997,933668,948392,961027,972974,985621,999672,1016203,1033269,1045604,1051238,1051977,1049268,1044790,1042103,1045094,1053707,1061121,1061110,1054323,1045519,1039297,1036484,1036353,1038269,1040771,1041472,1037553,1028304,1015779,1004432,995982,986666,972068,956532,950057,947913,943791,939893,931050,919667,910647,901197,891460
45,127515,129352,131262,133218,135134,136881,138386,139731,141093,142682,144702,147354,150692,154665,159223,164233,169499,174845,180149,185381,190509,195634,201842,208186,214589,221482,227641,233318,238985,244928,251162,257866,265184,273119,281783,291067,300548,309524,318863,329490,339608,348773,357911,366889,375558,383707,394214,409514,428104,449886,471878,491154,509609,529577,551265,573667,595930,617797,639677,661097,680670,698678,717291,737213,757468,777701,797747,816824,834274,848478,857252,859865,860105,862225,867330,875537,886486,900106,915372,931012,945717,958347,970296,982950,997007,1013538,1030602,1042947,1048605,1049377,1046707,1042270,1039619,1042632,1051255,1058683,1058704,1051965,1043212,1037035,1034258,1034155,1036094,1038617,1039340,1035452,1026245,1013767,1002464,994053,984778,970229,954744,948302,946181,942086,938212,929403,918056,909067,899649
46,124333,126150,128006,129941,131963,133958,135719,137210,138554,139922,141499,143539,146196,149503,153475,158025,163006,168252,173572,178841,184044,189151,194290,200468,206800,213216,220103,226254,231957,237666,243606,249825,256549,263879,271801,280421,289681,299133,308065,317357,327937,338055,347228,356339,365283,373925,382029,392458,407618,426009,447629,469619,488946,507480,527519,549416,572186,594805,616571,638103,659358,678828,696665,715125,734727,754466,774348,794379,813672,831242,844807,852817,856250,857433,859593,864706,872900,883824,897415,912653,928272,942965,955596,967555,980218,994281,1010812,1027873,1040225,1045905,1046709,1044078,1039684,1037071,1040108,1048743,1056187,1056242,1049553,1040853,1034722,1031981,1031907,1033869,1036412,1037158,1033303,1024139,1011710,1000454,992084,982851,968353,952920,946511,944415,940347,936499,927723,916414,907458
47,121019,122943,124780,126659,128660,130763,132768,134513,136000,137352,138711,140311,142361,144989,148299,152269,156791,161753,166972,172255,177495,182679,187799,192913,199078,205422,211836,218709,224877,230620,236328,242249,248488,255229,262544,270429,279027,288257,297661,306547,315797,326371,336491,345638,354714,363626,372215,380246,390565,405554,423802,445413,467434,486825,505428,525650,547886,570976,593488,614920,636281,657432,676728,694416,712578,731688,751096,770962,791197,810589,827420,840098,848984,853447,854673,856852,861964,870144,881048,894618,909836,925442,940131,952769,964739,977412,991481,1008009,1025064,1037421,1043122,1043959,1041369,1037019,1034446,1037511,1046160,1053622,1053713,1047075,1038429,1032345,1029641,1029596,1031581,1034145,1034916,1031095,1021976,1009599,998392,990065,980875,966430,951051,944676,942605,938565,934744,926003,914733
48,117347,119603,121545,123403,125350,127434,129543,131528,133268,134764,136107,137490,139104,141127,143764,147077,151020,155526,160463,165644,170895,176117,181314,186404,191512,197692,204029,210432,217319,223526,229259,234946,240887,247143,253873,261150,269013,277588,286770,296123,304971,314223,324794,334878,343986,353025,361875,370396,378334,388510,403380,421630,443258,465315,484764,503537,524075,546596,569573,591749,613013,634270,655238,674388,691794,709491,728282,747678,767739,788058,806633,822478,836071,846046,850540,851789,853978,859089,867261,878155,891711,906919,922517,937207,949854,961835,974517,988589,1005112,1022158,1034518,1040241,1041112,1038565,1034264,1031735,1034829,1043494,1050975,1051102,1044517,1035927,1029889,1027222,1027207,1029216,1031803,1032600,1028816,1019745,1007423,996268,987984,978839,964449,949125,942786,940740,936729,932936,924232
49,113108,115904,118174,120134,122061,124094,126182,128269,130246,131994,133480,134846,136247,137836,139873,142518,145808,149739,154222,159119,164267,169504,174735,179898,184987,190114,196288,202616,209031,215946,222135,227851,233557,239514,245755,252446,259707,267547,276076,285208,294522,303369,312620,323151,333188,342254,351228,360010,368435,376251,386339,401221,419493,441153,463244,482844,501911,522711,545108,567755,589756,610910,631987,652802,671681,688640,706038,724818,744401,764538,783987,801515,818297,833001,842984,847490,848756,850957,856074,864248,875140,888692,903894,919489,934180,946835,958826,971514,985586,1002101,1019137,1031501,1037246,1038154,1035654,1031404,1028922,1032048,1040730,1048230,1048395,1041863,1033329,1027340,1024712,1024728,1026764,1029374,1030201,1026455,1017435,1005170,994068,985831,976732,962398,947131,940829,938811,934830,931066
50,108226,111642,114446,116728,118756,120772,122807,124872,126948,128934,130669,132177,133562,134935,136542,138595,141220,144503,148414,152859,157725,162858,168102,173298,178462,183568,188694,194855,201196,207637,214534,220697,226429,232150,238091,244296,250973,258215,266012,274494,283585,292894,301743,310949,321428,331413,340412,349310,358002,366305,374055,384174,399084,417392,439076,461299,481157,500466,521142,543213,565674,587560,608536,629458,650007,668447,685125,702518,721481,741132,760360,778741,797217,815097,829786,839761,844274,845560,847783,852916,861101,871999,885551,900750,916342,931032,943693,955691,968382,982454,998959,1015985,1028353,1034124,1035072,1032622,1028428,1025995,1029153,1037851,1045371,1045575,1039097,1030623,1024684,1022097,1022146,1024209,1026847,1027704,1024000,1015033,1002827,991781,983591,974541,960266,945058,938795,936805,932857
51,102777,106744,110158,112964,115311,117430,119445,121456,123510,125596,127566,129320,130846,132200,133594,135222,137258,139883,143150,147026,151442,156296,161436,166643,171839,177017,182118,187242,193418,199780,206199,213062,219241,224982,230681,236592,242785,249440,256642,264398,272844,281927,291227,300032,309190,319609,329515,338438,347248,355820,364056,371845,382015,396972,415314,437111,459554,479634,498809,519165,541049,563387,585085,605902,626573,646695,664853,681527,699104,718129,736837,754997,774339,793888,811734,826394,836355,840880,842196,844451,849611,857813,868722,882276,897471,913057,927744,940408,952410,965104,979173,995669,1012685,1025060,1030860,1031851,1029454,1025317,1022935,1026127,1034841,1042380,1042624,1036204,1027790,1021905,1019362,1019447,1021541,1024206,1025095,1021435,1012523,1000380,989392,981252,972252,958039,942894,936672,934712
52,96996,101286,105242,108646,111510,113946,116059,118049,120049,122115,124185,126170,127941,129431,130806,132225,133838,135880,138493,141728,145579,149985,154851,159954,165157,170366,175535,180634,185779,191972,198315,204702,211568,217751,223473,229139,235031,241210,247831,254990,262710,271147,280218,289464,298222,307320,317655,327476,336308,345007,353513,361788,369636,379866,394866,413317,435317,457948,477884,496744,516909,538663,560814,582357,602930,623188,643018,661167,678021,695654,713692,731319,750469,770877,790378,808176,822802,832754,837301,838658,840956,846149,854374,865295,878849,894036,909613,924293,936957,948963,961659,975728,992216,1009224,1021607,1027436,1028473,1026132,1022054,1019725,1022950,1031681,1039240,1039525,1033165,1024818,1018990,1016492,1016616,1018742,1021437,1022361,1018745,1009892,997813,986886,978798,969853,955704,940625,934446
53,91177,95501,99773,103706,107160,110107,112530,114616,116593,118608,120658,122741,124741,126470,127980,129382,130785,132410,134445,137030,140248,144093,148519,153339,158442,163659,168852,174020,179136,184303,190473,196775,203174,210038,216188,221873,227529,233408,239551,246134,253257,260974,269397,278409,287596,296291,305310,315547,325278,334007,342640,351173,359502,367414,377714,392831,411477,433641,456104,475717,494387,514428,535994,557983,579281,599455,619423,639239,657549,674460,691049,707965,726630,746869,767215,786655,804402,818998,828952,833531,834940,837288,842519,850767,861696,875247,890422,905985,920656,933321,945332,958032,972101,988583,1005582,1017974,1023835,1024919,1022634,1018618,1016343,1019604,1028351,1035931,1036261,1029966,1021688,1015921,1013473,1013637,1015796,1018523,1019482,1015914,1007121,995112,984248,976216,967327,953248,938239
54,85585,89681,93983,98222,102195,105724,108648,111037,113108,115103,117101,119163,121261,123211,124957,126494,127879,129299,130920,132930,135501,138722,142589,146976,151798,156914,162112,167303,172490,177622,182768,188899,195211,201601,208426,214536,220205,225849,231695,237797,244346,251466,259171,267534,276485,285600,294202,303135,313282,322900,331567,340227,348804,357191,365182,375610,390917,409721,431709,453836,473254,491800,511659,533064,554810,575718,595607,615553,635514,653865,669654,685061,703079,722881,743049,763323,782699,800400,814976,824940,829561,831030,833431,838699,846967,857902,871444,886605,902152,916814,929481,941499,954205,968276,984750,1001741,1014141,1020034,1021166,1018940,1014987,1012768,1016066,1024833,1032436,1032814,1026588,1018384,1012680,1010285,1010491,1012686,1015445,1016441,1012923,1004195,992258,981463,973490,964661,950655
55,80450,84088,88161,92423,96694,100733,104226,107107,109476,111564,113542,115552,117629,119672,121637,123408,124924,126327,127744,129343,131348,133932,137178,141013,145403,150241,155329,160527,165732,170927,176041,181154,187295,193595,199940,206715,212803,218464,224072,229879,235950,242498,249605,257242,265542,274415,283434,291954,300798,310833,320384,329074,337771,346401,354854,362979,373610,389071,407703,429360,451266,470549,488923,508625,529796,551156,571775,591638,611722,631705,648832,663329,679916,699170,718894,738982,759182,778499,796162,810727,820709,825378,826908,829362,834664,842949,853885,867417,882561,898093,912747,925418,937445,950158,964231,980697,997677,1010084,1016008,1017189,1015024,1011139,1008980,1012319,1021106,1028735,1029163,1023010,1014885,1009249,1006907,1007158,1009389,1012183,1013218,1009753,1001094,989234,978512,970603,961838
56,75893,78945,82564,86596,90886,95215,99205,102643,105494,107878,109947,111936,113962,115980,118035,120024,121768,123303,124702,126097,127694,129718,132338,135556,139402,143807,148618,153707,158911,164126,169293,174375,179502,185625,191881,198181,204924,210997,216619,222185,227965,234036,240569,247607,255182,263402,272166,281094,289530,298278,308243,317808,326524,335262,343953,352531,360860,371649,386945,405266,426694,448452,467553,485775,505255,526048,547117,567699,587694,607782,626439,642112,657867,675833,695002,714640,734649,754780,774047,791680,806237,816241,820958,822549,825054,830388,838685,849621,863142,878270,893788,908435,921111,933149,945869,959943,976398,993363,1005775,1011731,1012963,1010863,1007050,1004957,1008339,1017149,1024805,1025288,1019212,1011169,1005603,1003319,1003616,1005885,1008715,1009793,1006385,997799,986022,975378,967535
57,71891,74372,77413,80994,85053,89396,93664,97588,100984,103843,106203,108280,110287,112249,114279,116357,118313,120075,121603,122977,124374,126001,128069,130662,133897,137763,142142,146956,152057,157260,162443,167580,172671,177786,183855,190058,196330,203053,209078,214656,220202,225975,232026,238488,245462,252956,261066,269740,278577,286917,295608,305580,315158,323906,332703,341503,350264,358754,369402,384404,402511,423785,445339,464277,482288,501415,521915,542934,563633,583620,602290,619333,636327,653593,671472,690550,710104,730038,750109,769331,786935,801487,811511,816275,817924,820478,825840,834150,845086,858596,873709,889214,903856,916538,928585,941312,955383,971823,988771,1001186,1007176,1008463,1006433,1002697,1000675,1004104,1012938,1020623,1021162,1015168,1007211,1001720,999495,999841,1002151,1005020,1006143,1002796,994289,982600,972038
58,68366,70346,72824,75833,79445,83556,87832,92024,95893,99288,102114,104475,106569,108506,110480,112535,114577,116548,118297,119796,121172,122601,124280,126326,128951,132213,136054,140438,145263,150357,155526,160672,165817,170890,175957,181976,188147,194398,201063,207041,212592,218127,223882,229858,236249,243147,250527,258544,267138,275872,284158,292864,302836,312430,321226,330114,339087,347994,356351,366732,381537,399511,420576,441951,460672,478336,497176,517624,538743,559414,577882,594836,613266,631847,649021,666809,685797,705272,725139,745153,764332,781908,796451,806490,811296,813002,815603,820994,829318,840256,853756,868855,884348,898984,911672,923727,936456,950521,966944,983872,996290,1002315,1003661,1001707,998056,996108,999588,1008447,1016162,1016760,1010851,1002984,997572,995410,995808,998163,1001073,1002245,998963,990540,978946
59,65232,66788,68774,71228,74274,77943,81983,86177,90305,94163,97511,100328,102701,104719,106667,108667,110683,112739,114692,116406,117904,119316,120807,122468,124553,127212,130450,134303,138699,143513,148569,153703,158850,163965,168991,174010,179996,186145,192343,198945,204893,210430,215936,221614,227522,233830,240610,247904,255843,264336,273017,281313,290021,299992,309615,318496,327538,336640,345409,353516,363738,378426,396213,417095,438224,456593,473985,492772,513311,534384,553420,570082,588509,608579,627047,644126,661826,680731,700133,719937,739894,759027,776569,791096,801144,805990,807751,810401,815824,824165,835106,848599,863684,879163,893791,906481,918541,931270,945328,961729,978635,991057,997121,998532,996659,993097,991231,994763,1003648,1011392,1012052,1006232,998462,993132,991038,991492,993894,996849,998073,994862,986528
60,62363,63612,65183,67152,69652,72763,76362,80319,84443,88551,92350,95677,98495,100782,102808,104783,106741,108772,110807,112718,114428,115965,117440,118909,120617,122747,125384,128644,132510,136902,141675,146686,151823,156936,161998,166969,171962,177926,184014,190152,196714,202637,208140,213568,219169,224993,231183,237875,245096,252940,261381,270064,278359,287068,297055,306739,315753,324912,333870,342384,350349,360487,375020,392643,413275,434027,452109,469453,488329,508809,528133,545255,563473,583618,603552,621906,638893,656510,675338,694670,714410,734307,753387,770886,785387,795440,800323,802143,804844,810304,818664,829612,843097,858167,873628,888245,900934,912996,925722,939769,956148,973030,985457,991563,993044,991259,987793,986011,989597,998508,1006282,1007006,1001281,993613,988372,986351,986865,989318,992322,993601,990464
61,59614,60695,61965,63527,65552,68125,71171,74690,78577,82676,86715,90478,93794,96511,98798,100850,102781,104757,106763,108750,110654,112400,113999,115457,116976,118734,120844,123512,126796,130655,135003,139741,144751,149842,154891,159894,164837,169820,175720,181748,187845,194369,200246,205661,211006,216520,222221,228331,234955,242089,249886,258322,266993,275282,284003,294031,303821,312940,321945,330649,339016,346921,356946,371337,388730,408989,429420,447434,464860,483676,502313,519606,538348,558375,578370,598166,616407,633308,650848,669600,688861,708531,728359,747376,764822,779290,789342,794264,796147,798907,804408,812790,823744,837220,852271,867710,882311,894996,907057,919779,933814,950168,967026,979458,985611,987166,985474,982109,980416,984058,992994,1000798,1001590,995966,988407,983262,981319,981898,984405,987460,988798
62,56864,57896,59002,60269,61894,64002,66516,69489,72942,76804,80827,84819,88558,91755,94462,96768,98770,100719,102668,104624,106603,108539,110347,111927,113435,115012,116753,118904,121600,124874,128698,133009,137740,142708,147723,152715,157685,162609,167538,173371,179359,185416,191878,197652,202977,208231,213615,219240,225283,231829,238920,246725,255138,263781,272080,280835,290946,300817,309771,318529,327079,335384,343202,353121,367310,384356,404284,424603,442682,460040,476944,493468,512435,533039,552904,572747,592404,610536,627355,644819,663493,682677,702269,722017,740959,758341,772771,782821,787785,789736,792560,798105,806511,817471,830934,845961,861374,875953,888631,900690,913406,927428,943757,960589,973028,979230,980864,979270,976010,974410,978110,987071,994906,995770,990254,982813,977770,975910,976558,979123,982232
63,54045,55096,56154,57259,58597,60315,62369,64818,67732,71164,74950,78920,82876,86480,89651,92365,94612,96631,98551,100447,102394,104405,106402,108182,109813,111378,112934,114727,116913,119609,122852,126642,130950,135630,140518,145468,150422,155369,160237,165108,170901,176842,182828,189168,194843,200068,205190,210495,216062,222031,228542,235645,243420,251798,260431,268749,277585,287753,297447,306156,314755,323244,331458,339192,348952,362820,379565,399368,419698,437683,453061,467800,486055,506920,527341,547041,566730,586251,604276,621015,638400,656990,676088,695589,715245,734100,751410,765796,775844,780854,782879,785772,791364,799794,810757,824204,839201,854582,869136,881805,893860,906570,920579,936881,953685,966130,972383,974099,972607,969459,967956,971717,980703,988571,989511,984110,976795,971862,970092,970813,973438
64,51123,52230,53307,54364,55544,56982,58651,60649,63048,65949,69309,73039,76966,80774,84336,87500,90141,92399,94383,96246,98134,100118,102189,104148,105978,107664,109207,110817,112652,114837,117506,120724,124517,128771,133371,138185,143093,148022,152906,157708,162552,168293,174152,180020,186242,191800,196882,201923,207174,212671,218616,225142,232216,239947,248303,256934,265318,274209,284190,293626,302175,310711,319107,327231,334827,344315,357911,374544,394341,414529,430426,443566,460120,480343,501005,521238,540769,560306,579690,597608,614262,631563,650058,669057,688455,708005,726765,743996,758334,768380,773439,775545,778510,784150,792603,803566,816991,831954,847297,861823,874480,886532,899235,913230,929501,946275,958725,965030,966832,965448,962416,961016,964840,973852,981754,982776,977499,970319,965503,963827,964626
