Edad,1950,1951,1952,1953,1954,1955,1956,1957,1958,1959,1960,1961,1962,1963,1964,1965,1966,1967,1968,1969,1970,1971,1972,1973,1974,1975,1976,1977,1978,1979,1980,1981,1982,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022,2023,2024,2025,2026,2027,2028,2029,2030,2031,2032,2033,2034,2035,2036,2037,2038,2039,2040,2041,2042,2043,2044,2045,2046,2047,2048,2049,2050,2051,2052,2053,2054,2055,2056,2057,2058,2059,2060,2061,2062,2063,2064,2065,2066,2067,2068,2069,2070
32,169651,174363,179612,185232,191041,196901,202731,208437,214117,220888,227713,234484,241597,247694,253042,258149,263425,269051,275353,282445,290221,298807,308136,317692,326691,336084,346872,356884,365530,373874,381836,389324,396218,405487,419777,437537,459023,480894,499726,517758,537227,558363,579887,600896,621245,641598,661538,679312,694623,709004,723309,737367,751089,763930,774356,781714,785680,785712,782860,779508,778302,781861,791192,806607,828351,854672,883057,910705,935275,957042,976612,995170,1016434,1038917,1055481,1063855,1065847,1062986,1057337,1052841,1053794,1060601,1066383,1064527,1056019,1046485,1040993,1040554,1044369,1051244,1058172,1061135,1057623,1047838,1034255,1021803,1012321,1001868,985979,969278,962129,959445,955964,953790,945075,933185,924227,914589,904469,894073,883589,873179,862884,852644,842416,832341,822567,813058,803707,794405,785098
33,163967,168021,172750,178044,183733,189599,195465,201268,206950,212598,219327,226144,232915,240026,246099,251417,256511,261753,267339,273593,280633,288394,296986,306277,315751,324719,334142,344851,354746,363304,371566,379459,386918,393851,403156,417333,434941,456297,478052,496831,514854,534328,555449,576952,597949,618288,638573,658229,675335,689639,703452,717932,732256,745787,758154,768477,776543,781508,783438,782086,778187,776327,779337,788046,802769,823475,848977,877050,904851,929391,950358,969196,988940,1011540,1033966,1050250,1058203,1059739,1056491,1050580,1045949,1046873,1053744,1059715,1058186,1050090,1040957,1035763,1035464,1039244,1045935,1052592,1055283,1051565,1041678,1028100,1015734,1006401,996171,980579,964193,957287,954766,951368,949180,940408,928432,919365,909641,899480,889098,878681,868389,858250,848189,838145,828234,818589,809159,799840,790532
34,159023,162357,166433,171209,176573,182317,188189,194026,199801,205450,211063,217785,224601,231369,238448,244484,249788,254850,260055,265598,271803,278837,286612,295164,304370,313808,322809,332166,342752,352559,361032,369234,377094,384586,391573,400799,414854,432376,453625,475308,494063,512094,531565,552665,574165,595154,615442,635483,654531,670738,684538,698509,713242,727396,740505,752786,763725,772665,779378,782695,780782,776246,773872,776305,784385,798174,818152,843374,871573,899315,923005,943197,963255,984368,1006915,1029043,1044877,1052349,1053478,1049954,1043921,1039300,1040330,1047387,1053642,1052489,1044790,1035979,1030952,1030642,1034257,1040683,1047052,1049503,1045648,1035743,1022255,1010053,1000937,990974,975692,959595,952874,950433,947029,944754,935879,923807,914651,904883,894732,884416,874116,863979,854019,844140,834261,824478,814911,805511,796184
35,154840,157426,160788,164915,169761,175180,180931,186772,192580,198320,203931,209544,216265,223075,229812,236847,242862,248130,253157,258324,263825,270028,277079,284819,293288,302462,311926,320860,330106,340606,350319,358730,366899,374795,382339,389268,398411,412409,429848,451021,472660,491420,509449,528908,550004,571493,592446,612521,632013,650257,666006,679952,694166,708757,722534,735571,748396,760100,770644,778640,781389,778852,773827,770921,772773,780017,793170,812907,838249,866386,893239,916097,937522,958971,980043,1002305,1023971,1039298,1046339,1047174,1043517,1037504,1033026,1034277,1041613,1048203,1047415,1040033,1031409,1026396,1025944,1029315,1035459,1041574,1043858,1039950,1030113,1016795,1004823,995968,986286,971288,955418,948798,946349,942866,940459,931474,919325,910121,900361,890274,880074,869928,859968,850189,840473,830720,821016,811479,802070
36,151350,153247,155868,159286,163485,168389,173816,179535,185345,191116,196816,202428,208047,214760,221536,228229,235234,241208,246440,251430,256557,262060,268286,275301,282963,291402,300601,309994,318823,327994,338398,348046,356431,364626,372576,380062,386930,396052,409990,427372,448501,470120,488869,506890,526348,547441,568901,589655,609234,628009,645838,661719,675895,689988,704237,717967,731494,744985,758164,769878,777312,779450,776442,770916,767469,768567,775259,788225,808096,833396,860620,886581,910666,933497,954909,975717,997536,1018686,1033556,1040280,1040961,1037314,1031453,1027228,1028789,1036453,1043369,1042868,1035668,1027075,1021945,1021273,1024384,1030284,1036217,1038418,1034546,1024858,1011774,1000077,991497,982073,967295,951565,944956,942426,938821,936276,927200,915018,905818,896120,886146,876098,866129,856349,846731,837139,827464,817788,808242
37,148336,149755,151693,154375,157868,162129,167045,172441,178127,183898,189628,195327,200945,206560,213238,219969,226632,233587,239519,244713,249661,254791,260322,266520,273459,281096,289558,298686,307977,316741,325822,336153,345770,354180,362428,370320,377750,384619,393714,407611,424959,446061,467654,486384,504407,523868,544936,566214,586515,605457,623866,641805,657892,671965,685769,699980,714146,728264,743106,757352,768521,775363,777045,773548,767510,763385,763999,770552,783675,803532,827917,854214,881387,906875,929669,950829,971222,992549,1013232,1027757,1034302,1034970,1031461,1025860,1021971,1023886,1031869,1039037,1038690,1031519,1022827,1017502,1016596,1019484,1025209,1031046,1033254,1029501,1020027,1007220,995809,987480,978253,963610,947927,941257,938605,934870,932210,923087,910923,901781,892192,882369,872495,862704,853083,843588,834073,824425,814740
38,145548,146733,148197,150201,152963,156523,160800,165687,171050,176698,182427,188154,193858,199468,205055,211686,218383,224997,231902,237791,242939,247891,253054,258555,264682,271598,279261,287662,296692,305913,314588,323612,333910,343538,351996,360183,368025,375464,382320,391401,405280,422619,443694,465241,483964,501994,521435,542337,563196,582923,601542,620051,638177,654165,667981,681761,696370,711061,726412,742226,755950,766556,772950,774152,770152,763490,758945,759466,766196,779342,798305,821756,849259,877810,903253,925804,946569,966502,987385,1007709,1022022,1028525,1029308,1026043,1020781,1017267,1019523,1027751,1035044,1034702,1027430,1018564,1013032,1011929,1014664,1020299,1026127,1028424,1024855,1015639,1003120,991970,983834,974720,960120,944412,937640,934859,931017,928285,919167,907073,898038,888596,878944,869246,859612,850113,840693,831204,821547
39,142777,143933,145165,146699,148788,151622,155204,159455,164311,169638,175243,180968,186699,192391,197971,203518,210113,216758,223323,230177,236015,241165,246148,251281,256718,262824,269767,277372,285683,294645,303781,312401,321394,331699,341368,349770,357919,365767,373188,380036,389120,403002,420325,441357,462874,481596,499612,518903,539421,559757,579200,597916,616596,634623,650373,664181,678321,693399,709221,725454,740772,753966,764138,770062,770763,766167,759130,754523,755247,762033,774312,792369,817028,845876,874373,899577,921749,942078,961598,982139,1002231,1016465,1023050,1024052,1021110,1016223,1013068,1015589,1023939,1031213,1030750,1023305,1014253,1008550,1007318,1009982,1015612,1021513,1023964,1020625,1011679,999423,988474,980447,971359,956731,940957,934076,931190,927284,924531,915471,903495,894603,885328,875848,866305,856792,847367,837974,828476
40,139852,141149,142352,143654,145277,147444,150307,153866,158090,162913,168199,173800,179527,185242,190902,196440,201955,208498,215092,221608,228397,234232,239412,244364,249435,254853,260991,267885,275403,283657,292536,301609,310208,319216,329550,339159,347521,355681,363506,370917,377775,386887,400771,418064,439054,460550,479248,497131,516069,536119,556205,575730,594604,613193,630998,646737,660873,675438,691545,708160,723933,738759,751536,761251,766679,766798,761846,754764,750385,751199,757136,768548,787831,813808,842604,870864,895702,917456,937393,956596,976917,996905,1011178,1017949,1019245,1016662,1012134,1009262,1011926,1020258,1027391,1026737,1019107,1009906,1004100,1002819,1005494,1011197,1017235,1019887,1016791,1008092,996039,985209,977206,968074,953379,937532,930564,927614,923695,920976,912020,900196,891468,882362,873035,863611,854171,844774,835371
41,136661,138211,139552,140825,142217,143924,146125,148969,152506,156701,161486,166770,172373,178080,183761,189377,194881,200350,206840,213383,219837,226611,232470,237615,242505,247560,253016,259105,265918,273390,281560,290385,299431,308041,317086,327361,336922,345302,353435,361245,368653,375551,384686,398550,415817,436784,458239,476805,494359,512885,532708,552865,572535,591322,609710,627498,643529,658047,673550,690381,706565,721886,736321,748654,757878,762742,762503,757504,750659,746392,746346,751440,764131,784735,810673,839245,867149,891583,912960,932596,951597,971817,991814,1006228,1013257,1014885,1012644,1008401,1005692,1008362,1016559,1023483,1022627,1014850,1005565,999735,998484,1001244,1007082,1013302,1016170,1013295,1004786,992856,982062,974015,964800,950032,934135,927122,924159,920278,917639,908822,897170,888606,879650,870440,861089,851678,842273
42,133217,135008,136599,138007,139369,140849,142594,144781,147608,151122,155284,160069,165356,170936,176608,182243,187820,193276,198700,205138,211614,218055,224850,230661,235742,240620,245708,251116,257139,263914,271307,279428,288228,297280,305925,314917,325146,334721,343070,351179,358982,366424,373358,382497,396343,413595,434514,455822,474079,491265,509594,529489,549772,569351,587956,606335,624373,640737,656111,672271,688697,704473,719419,733427,745287,753963,758475,758169,753388,746673,741488,740584,747052,761112,781699,807437,835673,863184,887251,908337,927779,946690,966916,987018,1001644,1008970,1010916,1008946,1004870,1002190,1004755,1012751,1019455,1018433,1010572,1001282,995502,994352,997257,1003273,1009689,1012754,1010048,1001651,989762,978937,970810,961508,946689,930782,923773,920845,917049,914525,905867,894387,885969,877128,867991,858669,849252
43,129661,131554,133382,135034,136530,137983,139503,141235,143411,146221,149708,153874,158666,163928,169472,175097,180689,186216,191624,197003,203374,209834,216294,223030,228773,233839,238747,243797,249145,255134,261834,269188,277288,286089,295171,303768,312727,322964,332501,340819,348916,356744,364217,371161,380307,394151,411367,432143,453142,471052,488069,506473,526479,546674,566081,584678,603275,621605,638739,654700,670496,686548,701967,716507,730056,741395,749726,754147,754033,749371,741632,735531,736132,744061,758130,778549,803982,831848,858999,882777,903672,923025,941946,962266,982543,997420,1005030,1007225,1005413,1001377,998619,1001016,1008800,1015319,1014193,1006324,997101,991440,990448,993536,999744,1006340,1009551,1006939,998575,986664,975773,967560,958193,943364,927494,920536,917689,914010,911623,903125,891798,883493,874724,865617,856292
44,126123,127987,129915,131800,133536,135124,136616,138123,139848,142015,144803,148300,152477,157243,162471,167967,173546,179086,184563,189924,195243,201595,208070,214469,221134,226853,231945,236818,241813,247131,253054,259722,267055,275161,283989,293017,301587,310564,320753,330240,338545,346665,354521,361994,368957,378114,391937,409033,429515,450176,467931,485023,503529,523447,543481,562876,581667,600519,619542,637195,652823,668280,683998,699032,713132,726181,737180,745410,749986,749971,744131,735361,730922,733120,741083,755020,775175,800271,827795,854658,878240,899041,918398,937411,957892,978380,993497,1001328,1003665,1001890,997789,994894,997113,1004718,1011110,1009952,1002147,993057,987569,986770,990055,996437,1003165,1006452,1003859,995466,983499,972538,964262,954870,940076,924290,917426,914692,911151,908903,900547,889341,881107,872369,863262
45,122634,124437,126335,128315,130281,132110,133734,135212,136714,138435,140585,143390,146902,151055,155790,160972,166419,171944,177433,182859,188153,193464,199832,206246,212573,219204,224939,229994,234819,239784,245043,250938,257591,264935,273063,281839,290845,299433,308367,318501,327963,336281,344423,352276,359762,366743,375900,389619,406454,426627,447124,464937,482124,500549,520319,540331,559898,578912,598383,617861,635204,650530,665666,681018,695634,709260,721980,732870,741227,745885,744490,737443,730510,727843,730099,737965,751681,771541,796327,823574,850233,873709,894502,913939,933105,953781,974471,989771,997722,1000084,998245,994023,990983,993056,1000538,1006872,1005753,998075,989169,983889,983294,986758,993268,1000061,1003352,1000718,992265,980238,969230,960929,951557,936845,921183,914445,911842,908441,906315,898071,886946,878744,870008
46,119153,120933,122769,124717,126776,128835,130696,132303,133775,135276,136986,139159,141985,145475,149602,154295,159426,164819,170289,175724,181081,186366,191696,198002,204345,210644,217275,222969,227973,232770,237677,242915,248802,255465,262836,270918,279670,288693,297240,306119,316215,325684,334020,342154,350012,357509,364499,373579,387072,403635,423646,444175,462063,479176,497471,517220,537378,557134,576697,596565,615751,632818,647846,662633,677581,691741,705061,717665,728665,737083,740152,737342,732294,727319,724733,726925,734609,748077,767667,792203,819250,845786,869235,890092,909667,929016,949878,970718,986105,994065,996358,994401,990050,986895,988876,996302,1002645,1001625,994124,985435,980371,979964,983562,990138,996926,1000165,997459,988943,976878,965859,957579,948271,933681,918173,911578,909109,905833,903801,895631,884548,876350
47,115558,117435,119247,121131,123158,125312,127398,129237,130837,132310,133802,135538,137738,140546,144015,148104,152748,157826,163163,168577,173940,179285,184593,189862,196098,202413,208708,215287,220928,225905,230647,235537,240770,246670,253361,260685,268753,277529,286493,294979,303834,313924,323398,331724,339856,347718,355216,362141,371031,384285,400723,420761,441326,459128,476125,494401,514274,534597,554835,574742,594342,613276,630047,644738,659146,673660,687528,700727,713436,724478,731122,732575,731894,728956,724076,721456,723504,730982,744225,763602,787956,814878,841366,864855,885828,905567,925092,946090,966990,982362,990239,992410,990327,985877,982661,984613,992044,998455,997583,990291,981828,976964,976702,980373,986948,993679,996834,994054,985495,973430,962444,954227,945024,930584,915247,908797,906448,903268,901295,893162,882095
48,111636,113822,115728,117585,119550,121675,123852,125911,127740,129341,130805,132326,134094,136278,139071,142509,146551,151145,156168,161447,166788,172135,177496,182745,187956,194161,200465,206712,213234,218838,223755,228477,233371,238623,244547,251199,258515,266606,275320,284222,292680,301534,311626,321073,329388,337518,345372,352803,359563,368255,381409,397882,417944,438402,456088,473068,491461,511471,532206,552738,572399,591770,610413,626859,641186,655179,669415,683163,696458,709199,718328,723206,726873,728395,725545,720649,717918,719801,727097,740169,759396,783639,810503,837003,860579,881694,901592,921245,942296,963159,978427,986171,988211,986031,981534,978316,980299,987792,994317,993624,986550,978296,973590,973415,977098,983622,990265,993334,990499,981932,969909,959000,950884,941814,927542,912377,906058,903803,900686,898735,890615
49,107196,109886,112094,114041,115979,118045,120191,122338,124384,126213,127803,129296,130851,132603,134779,137548,140943,144941,149482,154447,159649,164972,170337,175637,180825,186015,192205,198455,204650,211125,216664,221561,226287,231191,236470,242366,249016,256362,264393,273032,281902,290358,299218,309276,318703,327014,335127,342907,350171,356755,365385,378592,395093,415039,435364,453024,470107,488624,508994,529974,550274,569733,588820,607140,623227,637155,650887,665002,678845,692170,702899,710171,717306,723210,724799,721931,716947,714088,715829,722995,735956,755098,779290,806151,832707,856395,877646,897657,917363,938375,959118,974233,981833,983768,981538,977051,973890,975958,983556,990225,989720,982848,974765,970163,970016,973664,980108,986659,989659,986802,978270,966330,955534,947549,938629,924526,909520,903308,901114,898026,896075
50,102168,105438,108141,110381,112408,114450,116535,118649,120781,122825,124641,126259,127787,129324,131073,133232,135961,139318,143267,147752,152639,157827,163166,168462,173704,178867,184048,190186,196388,202534,208933,214443,219342,224080,229009,234263,240158,246843,254127,262086,270694,279552,288019,296847,306877,316282,324561,332600,340223,347315,353850,362563,375805,392208,412022,432289,450033,467229,486057,506627,527391,547505,566685,585461,603422,619118,632791,646415,660623,674484,685729,694551,704109,713480,719428,720982,718025,712937,709973,711624,718717,731628,750742,774933,801832,828466,852261,873606,893660,913331,934228,954801,969750,977230,979104,976880,972459,969406,971600,979332,986153,985822,979116,971151,966597,966434,970020,976380,982857,985819,982979,974522,962702,952047,944208,935441,921495,906625,900488,898324,895243
51,96634,100412,103682,106405,108721,110854,112911,114962,117061,119192,121220,123060,124711,126217,127755,129493,131616,134314,137627,141523,145935,150811,156010,161279,166518,171732,176876,182016,188105,194255,200326,206685,212192,217097,221858,226762,232022,237961,244583,251797,259722,268320,277178,285612,294416,304413,313779,321982,329859,337305,344352,350981,359745,372905,389199,408955,429265,447091,464559,483554,503924,524518,544363,563239,581665,599232,614668,628243,641961,656182,667887,677192,688339,700120,709512,715404,716854,713794,708625,705608,707225,714304,727218,746349,770577,797534,824241,848104,869477,889493,909058,929790,950181,964982,972381,974247,972081,967776,964871,967218,975091,982051,981859,975269,967371,962825,962622,966142,972435,978865,981826,979042,970694,959021,948524,940835,932208,918398,903635,897545,895389
52,90824,94890,98656,101931,104720,107141,109284,111306,113342,115442,117554,119603,121472,123096,124603,126133,127837,129937,132597,135862,139688,144089,148982,154112,159321,164529,169719,174824,179927,185963,192036,198066,204408,209911,214830,219566,224486,229785,235662,242214,249400,257323,265915,274736,283142,291918,301861,311135,319181,326881,334283,341410,348093,356808,369883,386138,405915,426271,444315,461917,480732,500954,521276,540817,559359,577399,594702,610027,623699,637429,649402,659124,670813,684184,695965,705282,711053,712384,709242,704043,701028,702667,709783,722744,741928,766210,793220,819964,843832,865158,885068,904481,925036,945257,959946,967313,969220,967160,963009,960278,962785,970787,977852,977752,971229,963360,958800,958555,962026,968277,974695,977690,974995,966784,955274,944938,937388,928881,915179,900498,894434
53,85017,89099,93143,96898,100229,103118,105540,107644,109651,111690,113771,115902,117976,119811,121435,122935,124431,126118,128185,130802,134004,137827,142252,147072,152140,157318,162496,167644,172711,177770,183728,189754,195775,202096,207601,212491,217241,222205,227445,233250,239778,246963,254877,263436,272221,280594,289315,299160,308268,316143,323797,331264,338431,345077,353743,366789,383073,402884,423391,441532,458968,477654,497611,517637,536845,555009,572786,589967,605384,619061,630460,640390,652550,666486,679838,691528,700708,706341,707574,704399,699225,696268,697979,705173,718214,737466,761798,788825,815549,839351,860564,880325,899573,919962,940046,954665,962045,964038,962121,958148,955599,958254,966353,973478,973422,966931,959072,954497,954226,957674,963917,970355,973416,970835,962775,951433,941248,933817,925404,911787,897169
54,79461,83316,87369,91390,95190,98612,101489,103865,105951,107962,109983,112083,114236,116268,118100,119717,121181,122663,124321,126350,128912,132118,135973,140320,145090,150127,155266,160400,165508,170529,175511,181425,187438,193434,199746,205211,210115,214904,219803,224976,230765,237296,244479,252359,260875,269615,277933,286564,296239,305165,312985,320702,328197,335312,341925,350590,363681,379999,399918,420466,438452,455779,474214,493880,513578,532412,550314,567969,585224,600626,611896,621185,633603,648042,661944,675191,686732,695759,701273,702452,699297,694203,691352,693176,700480,713615,732930,757279,784271,810905,834580,855639,875237,894329,914581,934564,949155,956590,958702,956952,953166,950788,953562,961714,968854,968807,962329,954481,949909,949638,953093,959359,965848,968997,966545,958641,947458,937406,930068,921726,908177
55,74363,77781,81606,85629,89686,93567,96962,99782,102135,104225,106218,108257,110378,112484,114510,116332,117907,119358,120813,122436,124416,126993,130234,134017,138326,143062,148053,153148,158245,163300,168243,173192,179085,185072,191054,197313,202779,207720,212444,217271,222434,228228,234756,241906,249751,258219,266888,275115,283584,293076,301941,309811,317536,324969,332047,338668,347408,360542,376953,396879,417259,435136,452229,470387,489732,509055,527627,545410,563135,580353,593246,602326,614164,628904,643292,657081,670169,681546,690437,695874,697048,693965,688998,686294,688262,695690,708915,728264,752579,779470,805957,829464,850354,869797,888760,908908,928827,943426,950947,953201,951624,948015,945781,948635,956798,963916,963861,957398,949578,945035,944795,948288,954604,961164,964416,962096,954338,943297,933356,926090,917803
56,69833,72700,76092,79884,83937,88066,91905,95230,98019,100372,102441,104451,106510,108579,110677,112692,114466,116027,117450,118869,120452,122454,125073,128255,132006,136283,140968,145916,150971,156010,160986,165892,170830,176693,182653,188584,194833,200327,205189,209836,214655,219830,225623,232128,239243,247031,255427,263994,272063,280370,289788,298679,306547,314198,321585,328666,335369,344168,357391,373807,393567,413830,431466,448295,466154,485129,504178,522632,540480,558158,572749,583343,595042,609265,623938,638203,651828,664745,675973,684767,690172,691389,688424,683624,681097,683223,690772,704059,723395,747617,774352,800650,823973,844702,864012,882876,902953,922840,937475,945101,947503,946090,942634,940509,943404,951544,958622,958557,952126,944362,939878,939698,943257,949643,956286,959641,957444,949818,938898,929048,921840
57,65847,68179,71026,74387,78208,82329,86404,90160,93442,96223,98549,100632,102661,104664,106725,108811,110771,112529,114057,115443,116822,118429,120490,123058,126212,129939,134167,138812,143721,148714,153665,158595,163492,168407,174237,180144,186063,192324,197726,202504,207145,211977,217156,222927,229392,236459,244169,252459,260870,268780,277022,286446,295314,303100,310698,318076,325216,331997,340892,354116,370399,390050,410051,427418,443963,461467,480168,499099,517602,535390,550324,562501,575778,589927,604074,618614,632711,646163,658923,670038,678774,684191,685495,682685,678082,675747,678028,685673,698979,718247,742324,768864,794957,818099,838684,857890,876685,896720,916599,931286,939022,941562,940290,936953,934902,937809,945908,952944,952884,946510,938831,934437,934345,937987,944455,951181,954631,952541,945026,934210,924438
58,62323,64191,66512,69334,72728,76617,80675,84657,88359,91622,94366,96699,98797,100764,102761,104811,106837,108777,110497,111983,113327,114742,116415,118430,120977,124120,127793,131987,136594,141433,146334,151242,156163,161027,165918,171686,177582,183510,189655,194959,199732,204386,209222,214378,220121,226536,233514,241126,249256,257505,265353,273610,282990,291750,299474,307055,314481,321685,328551,337467,350587,366796,386185,405891,422971,439171,456411,475001,493974,512395,527304,539720,554667,570438,584498,598509,612876,626797,640089,652723,663761,672481,677948,679374,676747,672355,670211,672625,680326,693603,712755,736651,762979,788865,811842,832307,851435,870189,890203,910086,924826,932661,935317,934155,930907,928905,931808,939863,946866,946833,940546,932984,928706,928720,932458,939007,945808,949335,947333,939912,929189
59,59179,60657,62522,64824,67687,71153,74974,78936,82855,86527,89740,92479,94820,96850,98811,100797,102783,104789,106685,108356,109800,111178,112666,114301,116302,118848,121937,125585,129748,134283,139031,143880,148772,153655,158486,163325,169079,174972,180787,186814,192100,196880,201536,206353,211483,217173,223507,230387,237849,245817,253994,261852,270064,279320,288006,295695,303314,310786,318043,324932,333798,346875,362851,381953,401339,418067,434015,451158,469786,488652,504036,516323,531622,549109,564762,578679,592519,606706,620463,633625,646166,657164,665901,671451,673022,670592,666412,664439,666950,674663,687867,706872,730569,756682,782374,805205,825575,844648,863378,883382,903268,918050,925961,928702,927621,924438,922473,925373,933392,940381,940401,934230,926811,922670,922802,926636,933258,940116,943701,941768,934432
60,56300,57495,58978,60830,63182,66125,69524,73248,77142,81023,84631,87827,90562,92823,94845,96796,98715,100682,102640,104480,106103,107580,109038,110482,112115,114127,116622,119694,123317,127405,131851,136545,141378,146225,151060,155839,160672,166422,172185,177882,183880,189166,193937,198567,203358,208436,214042,220277,227022,234332,242228,250398,258205,266293,275461,284084,291800,299452,306949,314207,321070,329949,342829,358547,377328,396332,412792,428658,445849,464357,480042,492686,507955,525861,543196,558681,572424,586088,600108,613728,626788,639269,650257,659039,664692,666422,664188,660201,658366,660935,668623,681728,700570,724066,749972,775484,798189,818482,837518,856233,876225,896100,910899,918856,921654,920631,917504,915578,918484,926485,933481,933580,927550,920296,916303,916555,920478,927157,934053,937678,935804
61,53552,54593,55798,57275,59185,61626,64507,67814,71469,75320,79128,82704,85880,88522,90768,92778,94659,96561,98477,100373,102160,103816,105369,106788,108235,109880,111847,114335,117392,120946,124947,129333,134011,138790,143582,148358,153125,157959,163574,169218,174878,180859,186120,190861,195466,200201,205191,210704,216813,223413,230655,238547,246647,254320,262329,271416,280040,287775,295424,302897,310131,317042,325772,338423,353861,372259,390954,407321,423235,440305,455528,468357,484042,501997,519730,536867,552155,565720,579220,593096,606605,619593,632041,643042,651888,657655,659539,657484,653660,651929,654523,662162,675155,693834,717136,742847,768195,790788,811019,830023,848723,868687,888527,903311,911285,914118,913142,910073,908200,911131,919132,926157,926355,920488,913411,909572,909939,913937,920655,927570,931223
62,50823,51820,52873,54076,55619,57628,60013,62809,66052,69665,73437,77201,80743,83808,86423,88652,90586,92450,94299,96150,97990,99808,101540,103048,104470,105938,107536,109502,111989,114981,118450,122391,126764,131382,136103,140830,145591,150349,155057,160540,166147,171791,177726,182944,187650,192191,196833,201735,207135,213107,219643,226882,234685,242645,250234,258166,267234,275851,283556,291155,298609,305894,312685,321236,333644,348730,366811,385377,401780,417565,431276,443535,459454,477892,495656,513174,530086,545173,558571,571929,585684,599107,612046,624481,635512,644429,650303,652325,650419,646727,645071,647671,655252,668136,686658,709777,735305,760499,782992,803165,822134,840804,860717,880488,895227,903194,906049,905124,902126,900324,903300,911322,918392,918709,913016,906123,902435,902906,906963,913702,920624
63,48056,49067,50074,51127,52404,54054,56011,58320,61061,64267,67801,71523,75239,78653,81678,84265,86409,88324,90133,91914,93712,95580,97470,99148,100666,102104,103520,105127,107102,109526,112438,115855,119790,124100,128651,133298,138002,142745,147370,151954,157403,162983,168576,174453,179615,184248,188694,193245,198045,203321,209236,215776,222921,230576,238431,245939,253858,262894,271440,279078,286660,294171,301331,307970,316325,328417,343225,361176,379727,395964,408315,418973,434390,453127,471350,488885,506163,522844,537738,550989,564224,577881,591238,604147,616582,627646,636627,642590,644719,642932,639346,637749,640351,647879,660662,679040,701985,727338,752385,774778,794888,813810,832425,852256,871926,886592,894539,897416,896553,893646,891938,894980,903037,910167,910611,905099,898390,894844,895406,899507,906256
64,45225,46282,47299,48305,49434,50824,52427,54316,56580,59293,62425,65907,69573,73149,76509,79491,81978,84096,85952,87690,89415,91242,93185,95016,96698,98226,99605,101037,102661,104580,106929,109800,113217,117087,121326,125798,130415,135095,139695,144192,148756,154173,159697,165226,171026,176095,180617,184969,189425,194113,199340,205259,211706,218695,226247,234006,241489,249382,258315,266756,274378,282024,289401,296399,302873,310971,322817,337536,355460,373786,386460,395673,409598,427904,446404,464376,481658,498689,515145,529860,542981,556114,569690,582997,595885,608322,619413,628436,634457,636661,634968,631475,629938,632548,640036,652731,670974,693753,718934,743831,766119,786151,805000,823533,843249,862788,877365,885287,888196,887412,884618,883027,886152,894258,901453,902028,896697,890166,886752,887393,891529
65,42319,43438,44497,45509,46591,47837,49182,50724,52577,54823,57470,60554,63979,67498,71009,74311,77175,79625,81674,83453,85135,86895,88794,90670,92502,94192,95653,97046,98499,100066,101921,104237,107112,110470,114269,118431,122869,127454,131982,136445,140917,145461,150816,156262,161712,167392,172334,176755,181016,185362,190009,195250,201075,207364,214259,221699,229411,236864,244646,253445,261854,269544,277056,284266,291085,297324,305237,317040,331765,349444,364075,373501,386062,402967,421021,439248,456946,473968,490755,506997,521548,534556,547602,561109,574374,587243,599672,610766,619802,625848,628101,626488,623090,621622,624256,631718,644337,662454,685069,710074,734812,756975,776906,795655,814074,833647,853035,867514,875416,878371,877686,875029,873573,876796,884955,892214,892918,887762,881402,878113,878825
66,39356,40528,41643,42691,43777,44976,46177,47466,48980,50824,53014,55621,58650,61927,65375,68816,71985,74798,77163,79125,80846,82559,84395,86228,88107,89935,91544,93017,94433,95827,97332,99161,101492,104317,107604,111334,115456,119855,124275,128658,133097,137542,142032,147303,152663,157990,163514,168334,172663,176819,181132,185797,190945,196612,202802,209587,216977,224632,231963,239609,248366,256837,264390,271723,278745,285319,291395,299339,311183,325689,339664,350937,363683,379283,395938,413708,431639,449055,465818,482369,498407,512808,525716,538685,552129,565352,578189,590589,601655,610670,616713,619000,617467,614176,612794,615469,622920,635474,653467,675914,700731,725290,747305,767105,785723,804001,823411,842635,857014,864907,867925,867360,864859,863556,866884,875094,882412,883235,878248,872055,868886
67,36380,37572,38734,39830,40947,42148,43298,44446,45713,47226,49023,51180,53741,56627,59832,63205,66501,69603,72313,74576,76474,78225,80015,81780,83611,85481,87224,88835,90328,91681,93014,94500,96351,98642,101399,104622,108311,112392,116622,120897,125249,129650,134033,138453,143628,148851,154020,159401,164119,168335,172457,176788,181357,186350,191925,198012,204738,212061,219567,226747,234378,243189,251502,258871,266004,272768,279159,285309,293358,305008,315956,326576,341006,356756,372109,388486,405950,423576,440708,457217,473540,489382,503641,516458,529354,542734,555901,568686,581025,592031,600994,607017,609335,607893,604726,603451,606184,613636,626130,643997,666264,690873,715226,737062,756700,775161,793278,812511,831565,845849,853745,856843,856417,854088,852948,856383,864637,872002,872936,868113,862085
