Edad,1950,1951,1952,1953,1954,1955,1956,1957,1958,1959,1960,1961,1962,1963,1964,1965,1966,1967,1968,1969,1970,1971,1972,1973,1974,1975,1976,1977,1978,1979,1980,1981,1982,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022,2023,2024,2025,2026,2027,2028,2029,2030,2031,2032,2033,2034,2035,2036,2037,2038,2039,2040,2041,2042,2043,2044,2045,2046,2047,2048,2049,2050,2051,2052,2053,2054,2055,2056,2057,2058,2059,2060,2061,2062,2063,2064,2065,2066,2067,2068,2069,2070
68,33444,34611,35787,36923,38084,39310,40456,41552,42680,43953,45427,47199,49318,51745,54566,57696,60917,64136,67117,69708,71889,73811,75637,77356,79117,80945,82714,84452,86081,87500,88786,90102,91618,93436,95664,98364,101555,105204,109115,113190,117431,121741,126070,130370,134702,139736,144787,149813,155071,159663,163842,167981,172212,176633,181540,187007,193038,199699,206852,214184,221355,229060,237705,245803,252962,259821,266392,272857,279142,287050,295288,303013,316675,333962,349441,364521,380598,397745,415062,431912,448172,464272,479924,494047,506775,519596,532898,545989,558690,570935,581850,590743,596739,599093,597758,594737,593589,596395,603856,616290,634021,656089,680462,704577,726202,745652,763935,781878,800925,819808,834003,841914,845108,844835,842691,841718,845257,853543,860940,861977,857317
69,30581,31700,32847,33991,35185,36447,37611,38701,39777,40913,42151,43608,45351,47346,49717,52469,55448,58587,61672,64517,67012,69200,71184,72934,74656,76408,78124,79894,81636,83179,84525,85791,87137,88627,90388,92569,95247,98400,101878,105640,109681,113871,118100,122338,126546,130744,135591,140499,145402,150513,155052,159239,163271,167353,171689,176491,181904,187871,194354,201319,208632,215891,223452,231862,239723,246597,253249,259891,266473,272639,277277,282420,293156,309582,326538,341720,356507,372275,389099,406106,422676,438690,454570,470034,484020,496654,509387,522590,535574,548161,560281,571084,579898,585869,588272,587062,584208,583203,586093,593567,605934,623513,645356,669461,693303,714688,733928,752018,769780,788640,807353,821464,829401,832700,832591,830636,829832,833465,841771,849188,850323
70,27791,28870,29965,31076,32272,33558,34751,35856,36922,38004,39108,40334,41769,43397,45347,47660,50267,53165,56165,59101,61836,64317,66560,68455,70199,71905,73546,75255,77024,78669,80132,81447,82749,84066,85504,87231,89399,92043,95033,98368,102095,106079,110179,114311,118444,122508,126533,131232,136013,140775,145809,150340,154403,158274,162271,166508,171255,176609,182391,188686,195637,203037,210153,217496,225645,233190,239843,246569,253314,259753,262696,264385,272565,286037,302123,318722,333586,348071,363522,380021,396718,413008,428777,444436,459708,473551,486078,498701,511775,524622,537064,549039,559718,568451,574405,576870,575804,573134,572286,575267,582750,595038,612442,634029,657832,681372,702493,721506,739395,756972,775643,794185,808217,816185,819598,819655,817891,817251,820971,829282,836711
71,25078,26122,27174,28230,29387,30666,31876,33005,34081,35150,36199,37292,38501,39829,41422,43325,45506,48039,50798,53645,56461,59165,61677,63815,65694,67423,69007,70640,72347,74010,75566,76987,78331,79598,80867,82277,83996,86137,88631,91489,94794,98462,102353,106345,110357,114339,118223,122113,126685,131320,136010,141006,145388,149280,153065,156957,161142,165838,170999,176596,182886,189928,197176,204077,211167,218977,226274,232998,239821,246391,249577,249649,254471,265390,278568,294290,310509,325045,339220,354352,370523,386907,402915,418436,433868,448939,462623,475023,487509,500424,513104,525380,537196,547748,556402,562348,564890,563983,561511,560829,563901,571384,583576,600778,622078,645548,668757,689595,708371,726054,743444,761924,780294,794246,802248,805774,805999,804424,803943,807740,816047
72,22464,23461,24473,25483,26580,27813,29011,30151,31246,32321,33353,34388,35465,36574,37875,39431,41215,43333,45736,48344,51065,53832,56547,58943,61048,62900,64496,66071,67700,69300,70861,72368,73810,75111,76323,77562,78971,80674,82679,85049,87889,91144,94718,98491,102358,106205,109992,113739,117526,121950,126506,131154,135974,140153,143949,147623,151461,155597,160099,165074,170687,177088,183979,190992,197642,204413,211951,219297,226109,232726,236041,236348,239581,247213,257883,270747,286082,301907,316105,329967,344777,360616,376682,392403,407668,422864,437717,451219,463465,475786,488514,501006,513101,524752,535175,543757,549702,552331,551594,549332,548819,551976,559447,571520,588495,609478,632587,655444,675985,694516,711989,729190,747475,765667,779533,787566,791203,791591,790201,789876,793745
73,19962,20909,21871,22836,23881,25047,26196,27320,28421,29507,30539,31554,32572,33552,34640,35913,37361,39094,41095,43357,45843,48510,51275,53850,56194,58251,59964,61541,63112,64626,66117,67624,69141,70530,71766,72950,74192,75588,77166,79062,81426,84223,87384,90836,94483,98178,101822,105462,109102,112766,117107,121612,126079,130668,134726,138398,142006,145793,149735,154059,159066,164809,171072,177722,184464,190793,197313,204888,212288,218868,222265,222713,226120,232179,239640,250044,262574,277508,292927,306783,320328,334810,350312,366054,381478,396475,411415,426027,439322,451386,463514,476034,488323,500230,511712,522009,530521,536472,539194,538635,536586,536241,539475,546916,558850,575571,596213,618938,641425,661658,679937,697196,714202,732285,750288,764060,772116,775857,776404,775197,775025
74,17592,18478,19386,20298,21292,22398,23477,24552,25632,26718,27755,28764,29756,30676,31638,32704,33880,35289,36919,38792,40944,43376,46026,48644,51148,53423,55323,57000,58570,60018,61421,62855,64365,65820,67133,68337,69514,70746,72024,73507,75413,77746,80454,83506,86828,90293,93773,97270,100799,104311,107909,112196,116514,120748,125177,129084,132675,136226,139814,143581,147960,153115,158733,164762,171139,177545,183621,190206,197810,204931,208373,208936,212382,218556,224478,231754,241877,254062,268583,283589,297095,310318,324467,339623,355029,370143,384855,399516,413859,426918,438774,450690,462986,475063,486777,498087,508257,516701,522660,525478,525100,523263,523081,526380,533776,545550,561997,582275,604597,626700,646614,664634,681671,698476,716345,734145,747809,755876,759714,760416,759391
75,15381,16187,17032,17889,18823,19868,20885,21890,22917,23976,25008,26016,26997,27889,28790,29732,30708,31855,33173,34690,36471,38572,40987,43488,46018,48434,50528,52377,54030,55471,56807,58152,59587,61026,62393,63660,64853,66017,67133,68326,69836,71723,73974,76582,79506,82647,85897,89219,92602,96000,99443,103009,107101,111169,115243,119488,123286,126802,130152,133561,137398,141944,146992,152388,158147,164190,170319,176477,183109,190394,194455,195120,198557,204692,210710,216485,223566,233398,245229,259328,273910,287062,299956,313763,328560,343616,358402,372804,387160,401205,414002,425631,437319,449381,461238,472755,483892,493932,502305,508270,511182,510982,509354,509327,512680,520015,531614,547769,567666,589568,611271,630855,648607,665413,682004,699645,717222,730761,738828,742756,743610
76,13345,14062,14827,15618,16491,17467,18422,19364,20321,21322,22323,23319,24293,25171,26039,26919,27775,28730,29796,31016,32453,34194,36283,38553,40956,43386,45604,47628,49437,50950,52267,53541,54884,56241,57588,58896,60145,61314,62363,63400,64628,66135,67954,70113,72600,75346,78275,81370,84578,87824,91148,94549,97935,101775,105671,109556,113657,117352,120649,123815,127307,131336,135791,140626,145758,151193,156959,163163,169366,175683,179996,181330,184752,190779,196742,202595,208213,215092,224626,236096,249764,263913,276701,289259,302713,317137,331824,346257,360325,374348,388068,400582,411968,423416,435236,446868,458182,469140,479046,487342,493305,496306,496277,494853,494973,498369,505633,517044,532892,552392,573858,595146,614388,631859,648422,664785,682176,699510,712906,720961,724972
77,11482,12117,12793,13504,14306,15211,16098,16978,17870,18797,19737,20697,21653,22521,23370,24214,25009,25847,26729,27709,28864,30275,32008,33961,36136,38437,40656,42784,44743,46391,47771,49023,50289,51552,52816,54095,55377,56588,57634,58606,59685,60920,62368,64106,66160,68476,71022,73801,76776,79847,83014,86283,89504,92655,96314,100015,103751,107713,111163,114259,117518,121213,125165,129419,134000,138823,143994,149842,156063,161943,165433,167099,171034,176925,182766,188548,194225,199683,206356,215586,226687,239915,253621,266038,278247,291334,305367,319661,333717,347423,361086,374460,386674,397805,409005,420574,431975,443079,453849,463611,471820,477771,480849,480985,479758,480019,483452,490637,501850,517379,536467,557480,578337,597220,614397,630699,646814,663935,681003,694237,702269
78,9796,10348,10942,11568,12285,13110,13926,14739,15567,16426,17292,18188,19102,19950,20784,21604,22362,23137,23907,24712,25637,26777,28191,29805,31671,33740,35830,37944,39988,41774,43269,44566,45803,46991,48153,49350,50596,51830,52913,53877,54893,55973,57160,58538,60188,62087,64213,66617,69287,72121,75108,78214,81294,84275,87269,90720,94257,97856,101534,104759,107948,111411,115039,118804,122815,127102,131676,136947,142802,148675,151849,152859,156977,163201,168891,174537,180129,185626,190920,197385,206307,217032,229809,243061,255094,266942,279644,293264,307141,320794,334112,347394,360403,372302,383169,394113,405423,416583,427467,438039,447643,455751,461677,464821,465112,464077,464476,467942,475042,486049,501247,519907,540449,560856,579364,596226,612249,628095,644922,661701,674756
79,8286,8757,9271,9817,10445,11179,11918,12661,13420,14212,15009,15829,16677,17483,18292,19091,19824,20559,21266,21964,22725,23644,24794,26100,27638,29409,31271,33253,35269,37122,38738,40137,41406,42555,43639,44735,45891,47082,48179,49178,50180,51195,52233,53360,54658,56164,57889,59893,62197,64730,67484,70404,73316,76152,78963,81770,85054,88439,91755,95180,98481,101867,105264,108706,112240,115976,120026,124720,130006,135500,138784,139625,142975,149208,155192,160674,166117,171515,176828,181956,188209,196817,207158,219474,232260,243895,255366,267664,280847,294283,307508,320418,333299,345928,357501,368094,378772,389813,400720,411371,421729,431160,439150,445035,448233,448673,447829,448365,451861,458872,469664,484519,502735,522785,542721,560832,577360,593081,608637,625147,641614
80,6945,7344,7779,8247,8793,9433,10085,10753,11442,12163,12891,13641,14412,15154,15917,16686,17396,18101,18768,19405,20066,20822,21760,22817,24059,25516,27090,28849,30723,32544,34212,35710,37061,38234,39275,40287,41343,42442,43497,44503,45529,46527,47491,48467,49523,50700,52048,53668,55588,57770,60225,62903,65628,68290,70950,73570,76226,79352,82454,85520,88988,92461,95778,98991,102210,105478,109000,113186,117901,122829,125894,126963,129984,135331,141299,147036,152302,157538,162737,167864,172824,178863,187149,197099,208942,221247,232469,243546,255418,268142,281113,293889,306373,318838,331072,342309,352617,363017,373778,384418,394821,404947,414185,422040,427868,431108,431693,431039,431712,435238,442154,452724,467222,484974,504512,523953,541644,557814,573212,588455,604626
81,5763,6098,6464,6858,7323,7876,8439,9025,9640,10289,10946,11626,12325,12994,13692,14411,15089,15767,16403,17001,17602,18258,19037,19891,20894,22062,23346,24827,26484,28161,29792,31324,32755,33988,35047,36016,36983,37978,38942,39905,40930,41937,42882,43784,44694,45634,46673,47934,49486,51305,53416,55800,58292,60760,63238,65697,68155,70680,73523,76370,79482,83095,86485,89604,92591,95551,98622,102303,106514,110874,113543,114534,117603,122481,127585,133281,138765,143811,148835,153833,158772,163560,169380,177339,186887,198245,210055,220848,231511,242937,255180,267667,279976,292017,304053,315880,326767,336779,346890,357354,367711,377847,387723,396749,404449,410206,413481,414207,413743,414554,418108,424925,435262,449387,466656,485658,504579,521825,537615,552667,567576
82,4729,5010,5315,5643,6033,6502,6984,7486,8020,8594,9180,9789,10418,11019,11644,12296,12926,13568,14174,14741,15303,15896,16574,17276,18086,19025,20045,21246,22634,24101,25592,27079,28525,29825,30928,31905,32816,33724,34589,35467,36440,37436,38381,39256,40091,40891,41705,42674,43891,45360,47118,49168,51372,53607,55891,58164,60454,62778,65045,67635,70523,73784,77283,80459,83340,86075,88850,92089,95802,99668,101923,102657,105506,110276,114914,119772,125190,130416,135238,140048,144842,149589,154203,159799,167424,176560,187419,198717,209064,219295,230257,242002,253987,265815,277400,288992,300399,310923,320627,330434,340585,350640,360490,370093,378888,386417,392090,395392,396257,395984,396933,400512,407223,417316,431052,447817,466256,484631,501408,516794,531479
83,3832,4067,4321,4591,4915,5306,5710,6135,6590,7085,7598,8136,8694,9230,9787,10366,10932,11524,12093,12630,13160,13707,14318,14924,15589,16347,17153,18104,19218,20438,21729,23080,24467,25770,26919,27929,28839,29689,30469,31256,32137,33079,34006,34872,35671,36396,37081,37843,38777,39930,41354,43065,44943,46907,48959,51034,53133,55282,57351,59395,62024,65050,68201,71459,74375,77001,79553,82508,85787,89160,91055,91507,93985,98414,102926,107321,111927,117065,122031,126627,131220,135807,140359,144794,150159,157442,166156,176503,187275,197159,206942,217424,228654,240124,251457,262573,273709,284682,294830,304210,313696,323516,333251,342794,352105,360650,367993,373572,376895,377895,377813,378898,382498,389095,398931,412260,428496,446349,464151,480434,495395
84,3062,3258,3468,3691,3956,4279,4612,4965,5347,5764,6202,6668,7157,7628,8120,8631,9129,9657,10176,10677,11174,11687,12244,12784,13354,13976,14614,15362,16243,17212,18269,19426,20679,21914,23064,24105,25033,25870,26594,27299,28088,28937,29800,30647,31427,32115,32726,33361,34105,34995,36116,37507,39062,40720,42502,44351,46252,48207,50102,51950,54060,56818,59732,62650,65620,68267,70712,73442,76425,79377,80919,81122,83207,87173,91341,95593,99742,104094,108949,113653,118021,122395,126772,131124,135375,140504,147435,155716,165539,175770,185177,194499,204488,215191,226133,236960,247595,258261,268786,278544,287584,296732,306202,315596,324812,333814,342093,349237,354712,358048,359182,359287,360506,364120,370591,380156,393059,408745,425985,443190,458956
85,2411,2572,2744,2927,3144,3406,3678,3966,4280,4627,4992,5386,5805,6214,6642,7089,7524,7984,8442,8896,9357,9831,10343,10839,11339,11867,12383,12971,13661,14416,15247,16187,17248,18352,19430,20457,21403,22245,22956,23600,24311,25064,25840,26616,27371,28035,28613,29176,29799,30502,31380,32485,33744,35098,36588,38179,39852,41605,43312,44994,46901,49152,51795,54475,57121,59806,62251,64862,67609,70271,71544,71503,73216,76708,80420,84326,88316,92218,96317,100888,105328,109467,113619,117782,121929,125990,130875,137447,145286,154573,164251,173171,182021,191506,201672,212076,222384,232526,242710,252774,262125,270809,279602,288702,297737,306609,315284,323283,330217,335578,338920,340181,340471,341816,345436,351771,361049,373505,388619,405223,421807
86,1870,1998,2138,2286,2462,2675,2893,3126,3380,3661,3961,4287,4637,4984,5350,5735,6112,6509,6905,7302,7716,8147,8617,9065,9522,9987,10414,10884,11425,12009,12643,13373,14229,15157,16110,17063,17982,18828,19543,20173,20819,21488,22169,22856,23545,24179,24729,25258,25807,26399,27103,27971,28965,30042,31247,32561,33989,35521,37034,38532,40259,42298,44463,46883,49289,51665,54128,56707,59319,61746,62880,62686,64025,67055,70305,73766,77410,81140,84795,88640,92928,97104,101010,104937,108882,112821,116685,121319,127523,134911,143655,152772,161196,169566,178538,188160,198015,207796,217434,227123,236710,245639,253951,262370,271085,279743,288255,296590,304297,311008,316245,319586,320967,321434,322898,326512,332697,341672,353664,368184,384129
87,1426,1528,1638,1756,1898,2068,2242,2427,2630,2855,3096,3360,3646,3933,4240,4565,4886,5227,5565,5904,6263,6648,7069,7472,7883,8296,8669,9059,9492,9936,10417,10970,11631,12369,13161,13993,14836,15649,16360,16984,17606,18211,18812,19408,20008,20581,21098,21603,22109,22631,23224,23923,24699,25537,26483,27532,28699,29991,31299,32615,34152,35997,37944,39909,42067,44210,46375,48943,51498,53779,54817,54602,55668,58224,61029,64042,67252,70637,74107,77518,81109,85114,89026,92699,96398,100122,103845,107506,111882,117712,124644,132839,141391,149312,157196,165650,174719,184019,193263,202386,211568,220665,229157,237081,245112,253424,261692,269832,277813,285216,291694,296797,300126,301618,302252,303824,307421,313442,322098,333608,347514
88,1070,1147,1234,1326,1437,1572,1710,1856,2015,2193,2383,2592,2821,3052,3304,3573,3840,4127,4413,4700,5008,5334,5704,6064,6429,6794,7124,7457,7815,8162,8525,8938,9433,9993,10615,11298,12023,12762,13438,14058,14658,15230,15767,16282,16797,17289,17753,18218,18699,19177,19692,20284,20905,21545,22272,23082,24005,25050,26137,27264,28614,30250,32000,33753,35491,37398,39340,41607,44110,46327,47311,47122,48069,50240,52593,55177,57955,60919,64048,67262,70430,73769,77494,81141,84579,88048,91546,95050,98501,102613,108065,114538,122181,130166,137582,144975,152907,161419,170157,178856,187454,196119,204714,212756,220278,227906,235805,243670,251425,259042,266130,272364,277322,280628,282219,283007,284675,288241,294084,302406,313417
89,790,848,912,983,1069,1173,1281,1395,1519,1656,1804,1967,2146,2329,2529,2746,2964,3200,3438,3679,3935,4209,4524,4832,5152,5472,5765,6051,6356,6637,6916,7220,7588,8003,8471,9000,9586,10212,10820,11403,11983,12528,13026,13482,13922,14334,14722,15139,15577,16023,16490,17007,17530,18028,18577,19188,19892,20709,21575,22501,23654,25088,26633,28194,29730,31251,32964,34991,37189,39345,40333,40212,41101,43028,45014,47169,49537,52085,54807,57685,60646,63573,66663,70109,73494,76695,79932,83201,86481,89718,93561,98634,104647,111741,119158,126069,132970,140377,148329,156501,164648,172715,180852,188935,196516,203625,210840,218314,225766,233127,240371,247133,253112,257913,261182,262858,263787,265536,269057,274708,282681
90,572,615,663,715,780,859,941,1028,1124,1230,1342,1467,1605,1745,1901,2071,2245,2435,2628,2826,3041,3264,3523,3781,4054,4332,4584,4834,5092,5327,5546,5778,6053,6355,6692,7084,7535,8032,8542,9058,9594,10111,10582,10995,11376,11726,12047,12394,12781,13185,13613,14075,14528,14933,15362,15812,16330,16949,17617,18339,19292,20518,21861,23227,24582,25918,27275,29060,31010,32877,33902,33901,34740,36477,38227,40036,42000,44160,46486,48974,51607,54322,57013,59857,63028,66150,69115,72118,75155,78209,81229,84805,89502,95062,101616,108474,114883,121293,128176,135567,143171,150764,158294,165900,173466,180583,187275,194074,201121,208157,215119,221983,228411,234124,238754,241971,243715,244768,246582,250046,255494
91,406,437,472,510,557,616,677,743,815,895,980,1074,1178,1285,1403,1533,1667,1816,1969,2128,2305,2485,2699,2908,3131,3363,3578,3790,4011,4208,4391,4572,4775,4997,5236,5517,5846,6222,6622,7052,7520,7987,8420,8809,9150,9447,9717,9999,10322,10671,11059,11475,11872,12225,12564,12905,13281,13733,14224,14769,15523,16539,17679,18858,20030,21197,22382,23815,25513,27153,28069,28233,29006,30542,32105,33686,35323,37102,39059,41169,43429,45824,48297,50756,53358,56258,59121,61850,64619,67426,70252,73054,76362,80687,85798,91817,98122,104031,109952,116313,123145,130182,137220,144212,151284,158332,164979,171247,177623,184236,190850,197405,203880,209964,215399,219846,222996,224792,225953,227818,231210
92,282,305,329,357,391,433,477,525,578,638,701,771,848,927,1015,1112,1213,1327,1445,1569,1710,1856,2022,2192,2372,2560,2736,2916,3099,3266,3416,3563,3719,3880,4053,4249,4483,4751,5050,5383,5767,6161,6553,6906,7218,7483,7706,7941,8199,8490,8822,9189,9543,9844,10131,10406,10680,11008,11353,11751,12330,13140,14078,15070,16066,17068,18096,19337,20701,22111,22994,23209,23934,25244,26613,28010,29428,30899,32500,34262,36163,38201,40365,42604,44836,47201,49835,52444,54940,57478,60054,62654,65237,68277,72234,76903,82396,88157,93573,99010,104852,111130,117605,124091,130547,137087,143614,149790,155631,161580,167754,173939,180082,186161,191893,197040,201291,204361,206193,207443,209343
93,191,207,225,243,267,297,328,363,401,444,490,542,598,655,719,791,865,949,1037,1131,1239,1357,1484,1619,1761,1907,2051,2194,2345,2485,2612,2724,2850,2974,3096,3233,3395,3585,3791,4036,4329,4649,4977,5284,5570,5806,6003,6193,6405,6641,6910,7219,7526,7794,8039,8259,8478,8714,8956,9231,9666,10296,11042,11848,12676,13518,14388,15456,16626,17741,18544,18861,19490,20604,21759,22971,24211,25474,26786,28216,29790,31491,33317,35257,37269,39281,41415,43792,46152,48420,50729,53078,55452,57817,60593,64189,68426,73406,78634,83566,88525,93857,99590,105510,111451,117376,123387,129398,135102,140515,146035,151769,157522,163247,168926,174299,179150,183193,186168,188018,189341
94,127,137,149,163,179,199,221,245,272,302,335,371,412,453,498,550,603,664,728,797,882,968,1067,1168,1279,1392,1503,1618,1739,1849,1950,2046,2145,2239,2330,2427,2535,2665,2805,2979,3189,3433,3692,3946,4186,4401,4573,4739,4912,5096,5311,5561,5819,6048,6257,6444,6615,6797,6973,7162,7472,7953,8531,9165,9826,10515,11243,12143,13136,14078,14693,15027,15657,16583,17555,18567,19631,20723,21838,23000,24267,25662,27172,28794,30521,32315,34115,36026,38154,40274,42317,44403,46529,48682,50831,53347,56591,60408,64890,69602,74061,78554,83387,88587,93963,99369,104772,110261,115762,120999,125985,131076,136370,141692,146998,152273,157282,161830,165655,168520,170371
95,83,89,96,106,117,131,145,162,180,201,223,248,277,306,338,373,411,453,499,548,612,674,751,824,908,996,1078,1162,1258,1344,1424,1501,1579,1654,1720,1794,1865,1954,2047,2163,2311,2482,2677,2873,3068,3248,3400,3540,3688,3835,4007,4202,4404,4595,4771,4924,5070,5211,5340,5473,5696,6054,6494,6977,7488,8037,8623,9366,10189,10978,11472,11691,12294,13156,13955,14797,15675,16601,17554,18530,19550,20663,21890,23218,24647,26171,27758,29355,31052,32942,34830,36657,38526,40434,42370,44308,46570,49474,52886,56890,61104,65105,69145,73494,78176,83024,87909,92801,97781,102782,107557,112121,116787,121644,126536,131425,136295,140938,145177,148775,151516
96,53,57,61,66,74,84,93,103,116,130,145,162,181,201,223,247,273,302,333,368,413,460,515,570,629,693,757,817,889,954,1015,1075,1137,1192,1245,1300,1349,1408,1470,1547,1646,1763,1895,2040,2189,2331,2459,2581,2700,2824,2959,3110,3268,3414,3553,3682,3800,3914,4016,4110,4272,4537,4863,5228,5612,6029,6483,7082,7756,8404,8778,8915,9394,10193,10924,11608,12329,13085,13883,14707,15554,16441,17409,18478,19636,20884,22217,23608,25011,26506,28169,29836,31456,33115,34813,36540,38272,40289,42867,45892,49438,53177,56739,60343,64226,68409,72748,77129,81526,86011,90523,94848,98996,103244,107670,112138,116613,121081,125357,129283,132646
97,32,35,38,41,45,52,58,65,72,81,91,102,115,128,143,160,177,196,217,240,273,306,341,383,426,470,516,563,611,661,704,751,797,840,881,918,957,997,1040,1087,1151,1233,1319,1419,1521,1627,1724,1827,1927,2027,2132,2251,2372,2482,2586,2693,2782,2874,2952,3025,3148,3344,3584,3849,4132,4446,4788,5247,5783,6301,6576,6638,7016,7677,8344,8959,9538,10150,10793,11474,12180,12907,13670,14505,15427,16427,17506,18660,19868,21090,22393,23843,25301,26723,28183,29680,31205,32739,34522,36790,39448,42562,45850,48994,52183,55621,59327,63178,67075,70997,75004,79046,82933,86675,90514,94519,98570,102638,106709,110621,114231
98,19,21,23,25,28,31,35,40,44,49,56,63,71,79,89,100,111,124,138,153,176,197,224,248,280,311,343,377,411,444,476,511,542,576,606,632,662,686,716,751,792,844,901,965,1035,1106,1179,1254,1333,1414,1497,1589,1680,1763,1843,1916,1988,2057,2119,2176,2268,2415,2595,2787,2989,3214,3464,3810,4226,4626,4827,4836,5110,5646,6189,6741,7252,7736,8250,8792,9366,9964,10581,11232,11944,12730,13585,14508,15497,16535,17588,18712,19964,21226,22462,23734,25040,26374,27720,29279,31256,33570,36279,39144,41893,44689,47706,50961,54350,57788,61255,64806,68397,71863,75212,78654,82250,85896,89565,93247,96799
99,11,12,14,15,16,18,20,23,27,30,33,38,43,48,54,61,68,76,85,95,107,125,141,159,178,202,223,244,268,294,316,336,359,384,406,422,445,465,485,503,533,568,601,644,688,736,785,837,892,958,1019,1092,1160,1222,1279,1332,1382,1436,1483,1525,1596,1706,1838,1977,2120,2281,2459,2717,3016,3321,3475,3465,3643,4045,4479,4920,5369,5790,6190,6616,7067,7546,8046,8565,9113,9713,10376,11098,11879,12718,13599,14497,15456,16525,17605,18668,19764,20892,22047,23214,24565,26270,28264,30597,33069,35450,37877,40500,43333,46287,49291,52330,55449,58611,61675,64647,67708,70910,74164,77447,80751
100,6,7,8,9,10,11,12,13,15,17,19,22,25,28,31,36,40,45,51,57,66,75,87,98,111,124,139,155,170,186,202,216,233,246,264,277,291,303,318,333,353,372,395,419,450,475,505,541,582,626,672,725,778,826,864,901,936,975,1007,1042,1093,1175,1271,1374,1479,1588,1712,1894,2112,2333,2459,2455,2559,2834,3154,3499,3853,4215,4555,4882,5231,5601,5996,6409,6840,7295,7795,8348,8950,9603,10305,11045,11801,12611,13512,14427,15330,16263,17227,18215,19216,20373,21828,23528,25516,27626,29667,31753,34010,36450,39000,41601,44238,46952,49710,52394,55007,57705,60531,63409,66322
101,4,4,4,5,6,6,7,8,9,10,11,12,14,16,18,20,23,26,29,33,39,46,50,59,65,76,83,96,104,115,124,134,146,156,164,176,183,193,202,214,224,240,255,268,283,299,320,339,367,397,430,467,507,541,568,592,617,643,665,690,728,787,858,930,1003,1082,1169,1294,1449,1606,1709,1726,1785,1954,2168,2419,2691,2970,3257,3530,3793,4075,4375,4695,5033,5385,5759,6169,6624,7120,7659,8240,8853,9481,10156,10907,11671,12429,13215,14027,14863,15712,16691,17918,19351,21026,22807,24537,26310,28231,30311,32489,34717,36983,39320,41702,44030,46306,48660,51131,53653
102,2,2,2,2,3,4,4,4,5,6,6,7,8,9,10,11,13,14,16,19,21,27,30,34,37,44,50,55,62,68,72,83,85,95,100,107,114,118,124,132,139,148,159,166,177,183,195,209,224,244,264,290,317,341,362,379,396,413,428,444,469,513,560,613,666,719,777,863,969,1075,1164,1203,1243,1336,1466,1631,1824,2034,2252,2476,2691,2900,3124,3364,3621,3892,4176,4479,4811,5180,5583,6022,6495,6997,7512,8067,8684,9315,9943,10595,11271,11968,12679,13497,14520,15712,17107,18592,20042,21532,23148,24901,26741,28628,30554,32545,34581,36578,38540,40573,42711
103,1,1,1,1,1,2,2,2,2,3,4,4,4,5,5,6,7,8,9,10,13,15,16,19,22,26,28,33,35,39,44,49,51,54,60,62,67,72,75,77,84,90,95,99,105,111,116,125,134,144,156,176,191,208,222,234,247,256,268,277,294,324,357,393,425,466,505,566,635,708,775,825,860,910,981,1079,1205,1351,1511,1678,1851,2017,2180,2356,2545,2747,2962,3188,3429,3694,3989,4312,4664,5044,5448,5865,6314,6814,7327,7840,8374,8929,9503,10090,10765,11606,12586,13732,14956,16155,17391,18735,20194,21730,23310,24927,26604,28324,30019,31691,33428
104,1,1,1,1,1,1,1,1,1,1,2,2,2,2,3,3,3,4,5,5,7,9,10,10,14,14,15,17,20,21,24,29,29,31,33,36,38,40,45,45,48,52,57,60,61,65,67,74,76,81,90,100,112,122,131,138,147,155,159,168,179,195,219,243,267,291,321,361,404,449,502,552,585,616,654,707,780,873,982,1102,1227,1358,1485,1611,1746,1892,2049,2216,2393,2582,2791,3022,3277,3554,3855,4176,4508,4866,5265,5676,6089,6520,6969,7435,7912,8461,9143,9937,10867,11861,12840,13853,14955,16154,17420,18726,20068,21463,22899,24320,25728
105,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,2,2,2,3,4,4,4,5,6,7,9,12,10,11,13,14,15,17,18,21,21,23,23,28,27,29,32,35,35,38,39,40,43,47,50,57,64,69,76,79,84,91,92,100,108,114,130,147,161,176,196,220,252,282,316,357,387,409,432,460,499,552,620,700,788,881,978,1073,1168,1271,1381,1501,1629,1765,1911,2072,2251,2448,2663,2898,3148,3408,3689,4003,4327,4654,4996,5354,5726,6108,6548,7093,7727,8470,9266,10054,10872,11764,12737,13766,14831,15930,17076,18258,19434
106,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,3,2,2,3,3,4,5,5,6,6,7,8,11,12,11,12,12,12,13,15,16,19,19,20,19,22,21,25,25,26,32,33,39,41,44,47,50,53,53,59,68,72,87,93,106,116,135,151,176,193,224,246,263,280,296,317,344,383,431,489,552,619,690,760,830,907,989,1079,1175,1278,1388,1510,1646,1796,1961,2140,2331,2531,2748,2991,3242,3496,3764,4044,4336,4638,4985,5413,5913,6497,7125,7750,8401,9112,9889,10714,11571,12458,13386,14347
